ita_azon,ita_itype,ita_grade,ita_class,ita_type,ita_name,ita_lvllim,ita_rev,ita_price,ita_pic,ita_pic2,ita_3d
640,1,"G65","Thief","Shorts","Blood Dragon Suit of T Shorts",64,"2|4||||||||||9|61|28|4|1|1|1||",,,231,"CT_12_p01.gb#218$Tex\CT_12_a02.GTX#Tex\CT_12_p01.GTX#Tex\CT_12_p02.GTX$0#1#2$0$1"
641,1,"G65b","Thief","Armor","Blood Dragon Suit of T",65,"2|9|||1|||||||5|12|66|8|1|1|1|1|1",,,225,"CT_12_a01.gb#200$Tex\CT_12_a01.GTX#Tex\CT_12_a02.GTX$0#1$0$1"
642,1,"G65b","Thief","Shorts","Blood Dragon Suit of T Shorts",64,"1|7||||||||||6|61|28|6|1|1|1|1|1",,,226,"CT_12_p01.gb#218$Tex\CT_12_a02.GTX#Tex\CT_12_p01.GTX#Tex\CT_12_p02.GTX$0#1#2$0$1"
643,3,"G65","Magician","Stick","Red Dragon Imperial Stick of Immortality",65,"|1|10|3||450|300|235|255|435|505|77","0","155",151,"PG_S12_04.gb#182$Tex\PG_S12_04.GTX$0$0$0"
644,3,"G65","Magician","Stick","Blood Dragon Imperial Stick of Pain",65,"||15||||600|249|259|465|535|77","0","155",151,"PG_S12_04.gb#182$Tex\PG_S12_04.GTX$0$0$0"
645,3,"G65","Magician","Stick","Blood Dragon Imperial Stick of Ruin",65,"|||19|10||750|207|217|385|455|79","0","155",151,"PG_S12_04.gb#182$Tex\PG_S12_04.GTX$0$0$0"
646,3,"G70","Knight","Sw.1H","Imperial Blood Dragons Sword",70,"7|4|||3|650||456|533|||89","0","167",205,"PS_S21_03.gb#182$Tex\PS_S21_03.GTX$0$0$1"
647,3,"G70","Knight","Sw.2H","Imp. Blood Dragons Giant Sword",70,"11|3|||0|600||715|791|||88","0","169",206,"PS_S21_04.gb#182$Tex\PS_S21_04.GTX$0$0$1"
648,3,"G70","Archer","Bow","Imperial Blood Dragons Bow",70,"1|2|||11|500|100|450|526|||87","0","171",207,"PB_s21_02.gb#200$Tex\PB_s21_02.GTX$0#0$0$1"
649,3,"G70","Magician","Stick","Blood Dragons Imperial Stick Of pain",70,"||11|5||550|350|248|258|503|573|80","0","172",208,"PG_s21_02.gb#200$Tex\PG_s21_02.GTX$0#0$0$1"
650,3,"G70","Magician","Stick","Blood Dragons Imperial Stick of Ruin",70,"||28||||650|273|283|540|610|78","0","172",208,"PG_s21_02.gb#200$Tex\PG_s21_02.GTX$0#0$0$1"
651,3,"G70","Magician","Stick","Blood Dragons Imperial Stick of Hell",70,"|||21|12||850|227|237|450|520|82","0","172",208,"PG_s21_02.gb#200$Tex\PG_s21_02.GTX$0#0$0$1"
652,3,"G70","Thief","Dagger","Imperial Blood Dragons Dagger",70,"7|4|||3|650||638|746|||89","0","173",209,"PD_S21_02.gb#182$Tex\PD_S21_03.GTX$0$0$1"
653,3,"G65","Magician","Stick","Dragons Imperial Stick of Immortality",65,"||11|5|||300|245|255|462|532|77","0","155",151,"PG_S12_04.gb#182$Tex\PG_S12_04.GTX$0$0$0"
654,3,"G70","Magician","Stick","Imperial Blood Dragons Stick",70,"|2|3|9||450|250|259|266|539|616|78","0","172",208,"PG_s21_02.gb#200$Tex\PG_s21_02.GTX$0#0$0$1"
655,3,"G70","Magician","Stick","Red Dragons Imperial Stick of Immortality",70,"||12|8|||350|268|278|530|600|80","0","172",208,"PG_s21_02.gb#200$Tex\PG_s21_02.GTX$0#0$0$1"
656,2,"G70","Knight","Shield","Heavenly Executioner Shield",70,"||||||||||||14|56|4","0","175",233,"PS_B23_01.gb#182$Tex\PS_B23_01.GTX$0$0$1"
657,3,"G75","Knight","Sw.1H","Heavenly Executioner Sword",75,"8|4|||4|750||480|550|||92","0","176",210,"PS_S23_01.gb#182$Tex\PS_S23_01.GTX$0$0$1"
658,3,"G75","Knight","Sw.2H","Heavenly Executioner Giant Sword",75,"13|3|||0|700||700|770|||91","0","177",211,"PS_S23_02.gb#182$Tex\PS_S23_02.GTX$0$0$1"
659,3,"G75","Archer","Bow","Heavenly Executioner Bow",75,"1|2|||13|550|150|475|545|||90","0","178",212,"PB_s23_01.gb#182$Tex\PB_s23_01.GTX$0$0$1"
660,3,"G75","Thief","Dagger","Heavenly Executioner Dagger",75,"8|4|||4|750||672|770|||100","0","179",213,"PD_S23_01.gb#182$Tex\PD_S23_01.GTX$0$0$1"
661,3,"G75","Magician","Stick","Heavenly Executioner Stick",75,"|3|10|3|0|550|300|252|262|560|630|81","0","180",214,"PG_s23_01.gb#182$Tex\PG_s23_01.GTX$0$0$1"
662,3,"G75","Magician","Stick","Heavenly Executioner Stick of Ruin",75,"||29||||300|282|292|600|670|79","0","181",214,"PG_s23_02.gb#182$Tex\PG_s23_01.GTX$0$0$1"
663,3,"G75","Magician","Stick","Heavenly Executioner Stick of Hell",75,"|2||20|10||750|232|242|500|570|83","0","182",214,"PG_s23_03.gb#182$Tex\PG_s23_03.GTX$0$0$1"
664,3,"G75","Knight","Sw.1H","Heavenly Executioner Sword (Imperial)",75,"8|4|||4|750||519|596|||92","0","176",215,"PS_S23_03.gb#182$Tex\PS_S23_01.GTX$0$0$1"
665,3,"G75","Knight","Sw.2H","Heavenly Executioner Giant Sword (Imperial)",75,"13|3|||0|700||770|846|||91","0","177",216,"PS_S23_04.gb#182$Tex\PS_S23_04.GTX$0$0$1"
666,3,"G75","Archer","Bow","Heavenly Executioner Bow (Imperial)",75,"1|2|||13|550|150|521|596|||90","0","178",217,"PB_s23_02.gb#182$Tex\PB_s23_01.GTX$0$0$1"
667,3,"G75","Thief","Dagger","Heavenly Executioner Dagger (Imperial)",75,"8|4|||4|750||726|834|||92","0","179",218,"PD_S23_02.gb#182$Tex\PD_S23_01.GTX$0$0$1"
668,3,"G75","Magician","Stick","Heavenly Executioner Stick (Imperial)",75,"|3|10|3|0|550|300|286|290|616|693|81","0","180",219,"PG_s23_04.gb#182$Tex\PG_s23_01.GTX$0$0$1"
669,3,"G75","Magician","Stick","Heavenly Executioner Stick of Ruin (Imperial)",75,"||32||||700|297|307|615|685|81","0","181",219,"PG_s23_05.gb#182$Tex\PG_s23_01.GTX$0$0$1"
670,3,"G75","Magician","Stick","Heavenly Executioner Stick of Hell (Imperial)",75,"|2||23|12||950|247|257|515|585|85","0","182",219,"PG_s23_06.gb#182$Tex\PG_s23_03.GTX$0$0$1"
671,0,"G70","Archer","All","Heavenly Executioner Armor",70,"14|8|||16|350|300|||||4|182|239|29|3.5|3.5|3.5|3.5|3.5","0","ita_a12",0,"CM_0_f01.gb#182$Tex\CM_0_f01.GTX$0$0$0"
672,1,"G70","Archer","Armor","Heavenly Executioner Armor",70,"4|3|||8|150|150|||||1|40|75|8|2|2|2|2|2","0","-",234,"CM_14_a01.gb#200$Tex\CM_14_a01.GTX#Tex\CM_14_a02.GTX$0#1$0$1"
673,1,"G70","Archer","Boots","Heavenly Executioner Boots",70,"2|1|||2|50|50||||||47|40|4|||||2","0","-",235,"CM_14_s01.gb#182$Tex\CM_14_s01.GTX$0$0$1"
674,1,"G70","Archer","Gloves","Heavenly Executioner Gloves",70,"4||||1|||||||3|17|43|5||||2|","0","-",236,"CM_14_g01.gb#182$Tex\CM_14_g01.GTX$0$0$1"
675,1,"G70","Archer","Helmet","Heavenly Executioner Helmet",70,"3|2||||50|50||||||18|46|5|2||||","0","-",237,"CM_14_h01.gb#200$Tex\CM_14_h01.GTX$0#0$0$1"
676,1,"G70","Archer","Shorts","Heavenly Executioner Shorts",70,"1|2|||5|100|50||||||60|35|7|1.5|1.5|1.5|0.5|","0","-",238,"CM_14_p01.gb#218$Tex\CM_14_p01.GTX#Tex\CM_14_p02.GTX#Tex\CM_14_a02.GTX$2#0#1$0$1"
677,0,"G70","Knight","All","Heavenly Executioner Armor",70,"24|7|||11|420|130|||||5|136|357|38|2|2|2|2|2","0","ita_k12",0,"CW_0_f01.gb#182$Tex\CW_0_f01.GTX$0$0$0"
678,1,"G70","Knight","Armor","Heavenly Executioner Armor",70,"12|3|||3|200|100|||||3|34|83|11|1|1|1|1|1","0","-",241,"CW_14_a01.gb#182$Tex\CW_14_a01.GTX$0$0$1"
679,1,"G70","Knight","Boots","Heavenly Executioner Boots",70,"|2|||3||||||||32|56|6||2|||","0","-",242,"CW_14_s01.gb#182$Tex\CW_14_s01.GTX$0$0$1"
680,1,"G70","Knight","Gloves","Heavenly Executioner Gloves",70,"4||||1||||||||13|71|5","0","-",243,"CW_14_g01.gb#182$Tex\CW_14_g01.GTX$0$0$1"
681,1,"G70","Knight","Helmet","Heavenly Executioner Helmet",70,"2|2|||2|100|||||||16|72|6|2||||","0","-",244,"CW_14_h01.gb#182$Tex\CW_14_h01.GTX$0$0$1"
682,1,"G70","Knight","Shorts","Heavenly Executioner Shorts",70,"6||||2|120|30|||||2|41|75|10|1|1|1|1|1","0","-",245,"CW_14_p01.gb#182$Tex\CW_14_p01.GTX$0$0$1"
683,0,"G70","Magician","All","Heavenly Executioner Armor",70,"|5|33|11||310|510||||||159|208|12|39.5|39.5|39.5|32.5|32.5","0","ita_m12",0,"CR_0_f01.gb#182$Tex\CR_0_f01.GTX$0$0$0"
684,1,"G70","Magician","Armor","Heavenly Executioner Armor",70,"|1|18|2||100|250||||||43|52|3|10.5|10.5|10.5|7.5|7.5","0","-",248,"CR_14_a01.gb#218$Tex\CR_14_a01.GTX#Tex\CR_14_a02.GTX#Tex\CR_14_a03.GTX$2#0#1$0$1"
685,1,"G70","Magician","Boots","Heavenly Executioner Boots",70,"||2|3||30|70||||||33|42|2|6|6|6|7|7","0","-",249,"CR_14_s01.gb#182$Tex\CR_14_s01.GTX$0$0$1"
686,1,"G70","Magician","Gloves","Heavenly Executioner Gloves",70,"||2|3||50|50||||||19|38|2|8|8|8|6|6","0","-",250,"CR_14_g01.gb#182$Tex\CR_14_g01.GTX$0$0$1"
687,1,"G70","Magician","Helmet","Heavenly Executioner Helmet",70,"|3|2|||30|70||||||19|38|2|9|9|9|6|6","0","-",251,"CR_14_h01.gb#200$Tex\CR_14_h01.GTX$0#0$0$1"
688,1,"G70","Magician","Shorts","Heavenly Executioner Shorts",70,"|1|9|3||100|70||||||45|38|3|6|6|6|6|6","0","-",252,"CR_14_p01.gb#182$Tex\CR_14_p01.GTX$0$0$1"
689,0,"G70b","Knight","All","Heavenly Executioner Armor",70,"10|21|||8|500|50||||||142|359|39|4.5|4.5|4.5|4.5|4.5","0","ita_k12",0,"CW_0_f01.gb#182$Tex\CW_0_f01.GTX$0$0$0"
690,1,"G70b","Knight","Armor","Heavenly Executioner Armor",70,"2|12|||1|250|50||||||37|85|12|3|3|3|3|3","0","-",246,"CW_14_a01.gb#182$Tex\CW_14_a01.GTX$0$0$1"
691,1,"G70b","Knight","Shorts","Heavenly Executioner Shorts",70,"2|5|||1|150|||||||44|75|10|1.5|1.5|1.5|1.5|1.5","0","-",247,"CW_14_p01.gb#182$Tex\CW_14_p01.GTX$0$0$1"
692,0,"G70b","Archer","All","Heavenly Executioner Armor",70,"18|6|||14|350|300|||||5|188|239|24|3.5|3.5|3.5|3.5|3.5","0","ita_a12",0,"CM_0_f01.gb#182$Tex\CM_0_f01.GTX$0$0$0"
693,1,"G70b","Archer","Armor","Heavenly Executioner Armor",70,"6|2|||7|150|150||||||43|75|6|2|2|2|2|2","0","-",239,"CM_14_a01.gb#200$Tex\CM_14_a01.GTX#Tex\CM_14_a02.GTX$0#1$0$1"
694,1,"G70b","Archer","Shorts","Heavenly Executioner Shorts",70,"3|1|||4|100|50|||||2|63|35|4|1.5|1.5|1.5|1.5|1.5","0","-",240,"CM_14_p01.gb#218$Tex\CM_14_p01.GTX#Tex\CM_14_p02.GTX#Tex\CM_14_a02.GTX$2#0#1$0$1"
695,0,"G70b","Magician","All","Heavenly Executioner Armor",70,"|17|8|24||330|490||||||153|208|16|42.5|42.5|42.5|35.5|35.5","0","ita_m12",0,"CR_0_f01.gb#182$Tex\CR_0_f01.GTX$0$0$0"
696,1,"G70b","Magician","Armor","Heavenly Executioner Armor",70,"|9|1|11||150|200||||||40|52|5|12|12|12|9|9","0","-",253,"CR_14_a01.gb#218$Tex\CR_14_a01.GTX#Tex\CR_14_a02.GTX#Tex\CR_14_a03.GTX$2#0#1$0$1"
697,1,"G70b","Magician","Shorts","Heavenly Executioner Shorts",70,"|5|1|7||70|100||||||42|38|5|7.5|7.5|7.5|7.5|7.5","0","-",254,"CR_14_p01.gb#182$Tex\CR_14_p01.GTX$0$0$1"
698,0,"G70","Thief","All","Heavenly Executioner Suit of Thief",70,"19|24|||11|300|300|||||17|153|239|26|5.5|5.5|5.5|1.5|1.5","0","ita_t12",0,"CT_0_f01.gb#182$Tex\CT_0_f01.GTX$0$0$1"
699,1,"G70","Thief","Armor","Heavenly Executioner Suit of T",70,"5|5|||5|150|150||||||20|75|7|2|2|2|1|1","0","-",255,"CT_14_a01.gb#200$Tex\CT_14_a01.GTX#Tex\CT_14_top.GTX$0#1$0$1"
700,1,"G70","Thief","Boots","Heavenly Executioner Suit of T Boots",70,"3||||4|50|50||||||43|43|4|||2||","0","-",256,"CT_14_s01.gb#182$Tex\CT_14_s01.GTX$0$0$1"
701,1,"G70","Thief","Gloves","Heavenly Executioner Suit of T Gloves",70,"5|2||||||||||8|13|40|5||2|||","0","-",257,"CT_14_g01.gb#182$Tex\CT_14_g01.GTX$0$0$1"
702,1,"G70","Thief","Helmet","Heavenly Executioner Suit of T Helmet",70,"3|13|||1|50|50||||||11|46|5|2||||","0","-",258,"CT_14_h01.gb#182$Tex\CT_14_h01.GTX$0$0$1"
703,1,"G70","Thief","Shorts","Heavenly Executioner Suit of T Shorts",70,"3|4|||1|100|50|||||9|66|35|5|1.5|1.5|1.5|0.5|0.5","0","-",259,"CT_14_p01.gb#200$Tex\CT_14_a01.GTX#Tex\CT_14_pants.GTX$0#1$0$1"
704,0,"G70b","Thief","All","Heavenly Executioner Suit of Thief",70,"19|24|||11|300|300|||||17|153|239|26|5.5|5.5|5.5|1.5|1.5","0","ita_t12",0,"CT_0_f01.gb#182$Tex\CT_0_f01.GTX$0$0$1"
705,1,"G70b","Thief","Armor","Heavenly Executioner Suit of T",70,"5|9|||1|150|150||||||21|74|9|2|2|2|2|2","0","-",260,"CT_14_a01.gb#200$Tex\CT_14_a01.GTX#Tex\CT_14_top.GTX$0#1$0$1"
706,1,"G70b","Thief","Shorts","Heavenly Executioner Suit of T Shorts",70,"3|7||||100|50|||||6|67|34|7|1.5|1.5|1.5|3.5|3.5","0","-",261,"CT_14_p01.gb#200$Tex\CT_14_a01.GTX#Tex\CT_14_pants.GTX$0#1$0$1"
280,4,,,"Head","Head",0,,,,,"$0"
284,5,"G20",,"Meal","Cooked Potato",0,"It recovers 420 of your health after 30 seconds.",,,,"$0"
292,5,"G48",,"Meal","Big Piece of Meat",0,"It recovers 420 of your health after 30 seconds.",,,,"$0"
301,5,"G20",,"Water","Best Water of Geum-Oh Mountain",0,"It recovers 240 of your energy after 30 seconds.",,,,"$0"
303,5,"G28",,"Water","Medium Water of Geum-Oh Valley",0,"It recovers 420 of your energy after 30 seconds.",,,,"$0"
311,5,"G60",,"Water","Medium Boiling Water",0,"It recovers 1560 of your energy after 30 seconds.",,,,"$0"
319,6,,,"ToI Intelligence","""Worshipful"" / ""Sharp""",0,"27|20|22|38",,"5",,"$0"
326,6,,,"ToI Intelligence","""Sublime"" / ""Sharp""",0,"28|16|22|39",,"5",,"$0"
332,6,,,"ToI Strength","""Barbaric"" / ""Harsh""",0,"9|12|3|35",,"5",,"$0"
337,6,,,"ToI Strength","""Invincible"" / ""Harsh""",0,"10|8|3|36",,"5",,"$0"
343,6,,,"ToI","""Steely"" / ""Ablaze""",0,"81|24|15|38",,"5",,"$0"
351,6,,,"ToW Strength","""Strongest Mans"" / ""Forced""",0,"5|30|1|48",,"5",,"$0"
357,6,,,"ToW Intelligence","""Wise"" / ""Fictional""",0,"25|30|21|48",,"5",,"$0"
363,6,,,"ToW Agility","""Dashy"" / ""Agile""",0,"45|30|41|48",,"5",,"$0"
369,6,,,"ToP","""Prideful"" / ""Healthy""",0,"85|17|11|59",,"5",,"$0"
374,6,,,"ToA","Talisman of Accuracy",0,"On target point +1",,"2",,"$0"
380,8,,,"Shop","Stone of Chance",0,,,,,"$0"
384,4,,,"Mirror","Forth Piece of Bronze Mirror",0,,,,,"$0"
389,4,,,"Blood","Blood of Big Handed",0,,,,,"$0"
393,7,"G0",,"Trinket","Apprentice Scholars Trinket",0,"|||1||20|300",,,3,"$0"
426,9,,,"Stone","Stone of Ice",0,"|||||||||||||||||||||5||||||,|||||||||||||||||||||10||||||",,"3",0,"$0"
465,4,,,"Stone","Revision Stone",0,,,,0,"$0"
