normalized_name,status,legacy_ids,bango_ids,legacy_names,bango_names,legacy_grades,bango_grades,grade_equal,legacy_levels,bango_levels,level_equal,legacy_buy_prices,bango_buy_prices,price_equal
myungjoosuitofhctshorts,legacy-only-name,550,,Myung Joo suit of hcT Shorts,,G42,,,1,,,38.368,,
myungjoosuitofhighclassthief,bango-only-name,,1570,,MyungJoo suit of  High class thief,,G42,,,1,,,148870,
myungjoosuitoflct,legacy-only-name,521|522,,MyungJoo Suit of lcT,,G08,,,1,,,200|510,,
myungjoosuitoflctboots,legacy-only-name,523,,MyungJoo Suit of lcT Boots,,G08,,,1,,,110,,
myungjoosuitoflctgloves,legacy-only-name,524,,MyungJoo Suit of lcT Gloves,,G08,,,1,,,50,,
myungjoosuitoflcthelmet,legacy-only-name,525,,MyungJoo Suit of lcT Helmet,,G08,,,1,,,90,,
myungjoosuitoflctshorts,legacy-only-name,526,,MyungJoo Suit of lcT Shorts,,G08,,,1,,,60,,
myungjoosuitoflowclassthief,bango-only-name,,1550,,MyungJoo suit of  low class thief,,G08,,,1,,,200,
myungjoosuitoft,legacy-only-name,533|534,,Myung Joo suit of T,,G24,,,0|1,,,17.573|6.892,,
myungjoosuitoftboots,legacy-only-name,535,,Myung Joo suit of T Boots,,G24,,,1,,,3.790,,
myungjoosuitoftgloves,legacy-only-name,536,,Myung Joo suit of T Gloves,,G24,,,1,,,1.723,,
myungjoosuitofthelmet,legacy-only-name,537,,Myung Joo suit of T Helmet,,G24,,,1,,,3.101,,
myungjoosuitofthief,bango-only-name,,1560,,MyungJoo suit of thief,,G24,,,1,,,6892,
myungjoosuitoftshorts,legacy-only-name,538,,Myung Joo suit of T Shorts,,G24,,,1,,,2.067,,
myungjoosuitshortsofhighclassthief,bango-only-name,,1574,,MyungJoo suit Shorts of High class thief,,G42,,,1,,,38368,
myungjoosuitshortsoflowclassthief,bango-only-name,,1554,,MyungJoo suit Shorts of low class thief,,G08,,,1,,,60,
myungjoosuitshortsofthief,bango-only-name,,1564,,MyungJoo suit Shorts of thief,,G24,,,1,,,2067,
n,bango-only-name,,952|1104,,[ N ],,,,,,,,0,
nailofdragon,bango-only-name,,1263,,Nail of Dragon,,,,,,,,0,
namelistcharacter,bango-only-name,,639|1163,,Name List[Character],,,,,,,,0,
namelistguild,bango-only-name,,640|1164,,Name List[Guild],,,,,,,,0,
necklaceofcourage,bango-only-name,,1046,,Necklace of Courage,,,,,,,,0,
necklaceofevil,bango-only-name,,1493,,Necklace of Evil,,,,,,,,0,
necklaceofexcessiveness,bango-only-name,,1040,,Necklace of Excessiveness,,,,,,,,0,
necklaceofexplosion,bango-only-name,,1044,,Necklace of Explosion,,,,,,,,0,
necklaceofknowledge,bango-only-name,,1050,,Necklace of Knowledge,,,,,,,,0,
necklaceofmaturity,bango-only-name,,1056,,Necklace of Maturity,,,,,,,,0,
necklaceofmeditation,bango-only-name,,1054,,Necklace of Meditation,,,,,,,,0,
necklaceofquickness,bango-only-name,,1052,,Necklace of Quickness,,,,,,,,0,
necklaceofsage,bango-only-name,,1093,,Necklace of Sage,,,,,,,,0,
necklaceofvigor,bango-only-name,,1042,,Necklace of Vigor,,,,,,,,0,
necklaceofwisdom,bango-only-name,,1048,,Necklace of Wisdom,,,,,,,,0,
normalcheonjiyeonwater,bango-only-name,,2059,,Normal Cheonjiyeon Water,,G68,,,68,,,1550,
normalfixingtool,bango-only-name,,223,,Normal Fixing Tool,,,,,,,,2000,
normalghostcloth,bango-only-name,,1000|1015,,Normal Ghost Cloth,,G01,,,1,,,30000,
nouwoongsletter,bango-only-name,,135,,Nou-Woong's Letter,,,,,,,,0,
nouwoongsmoney,bango-only-name,,143,,Nou-Woong's Money,,,,,,,,0,
o,bango-only-name,,953|1105,,[ O ],,,,,,,,0,
oakbow,matched-name,217,23,Oak Bow,Oak Bow,G05,G05,True,1,1,True,180,180,True
oakpetalstick,matched-name,248,92,Oak Petal Stick,Oak Petal Stick,G09,G09,True,1,1,True,1650,1650,True
oakstick,matched-name,247,91,Oak Stick,Oak Stick,G05,G05,True,1,1,True,180,180,True
ordinaryfictional,legacy-only-name,356,,"""Ordinary"" / ""Fictional""",,,,,0,,,,,
pangaparmor,matched-name,43|44,16,PanGap Armor,PanGap Armor,G24,G24,True,1,1,True,17.573|6.892,6892,False
pangapboots,matched-name,45,19,PanGap Boots,PanGap Boots,G24,G24,True,1,1,True,3.790,3790,False
pangapgloves,matched-name,46,18,PanGap Gloves,PanGap Gloves,G24,G24,True,1,1,True,1.723,1723,False
pangaphelmet,matched-name,47,17,PanGap Helmet,PanGap Helmet,G24,G24,True,1,1,True,3.101,3101,False
pangapshorts,matched-name,48,20,PanGap Shorts,PanGap Shorts,G24,G24,True,1,1,True,2.067,2067,False
panther,legacy-only-name,457|458|459|460,,Panther,,G11|G21|G31|G41,,,11|21|31|41,,,,,
paper,bango-only-name,,1284,,Paper,,,,,,,,0,
paradoxicalcelebrated,legacy-only-name,340,,"""Paradoxical"" / ""Celebrated""",,,,,0,,,,,
paraguay,bango-only-name,,914,,Paraguay,,,,,,,,0,
peach,bango-only-name,,367,,Peach,,G20,,,20,,,0,
peony,bango-only-name,,201,,Peony,,,,,,,,0,
petitionofafarmer,bango-only-name,,234,,Petition of A Farmer,,,,,,,,0,
petitionofaparents,bango-only-name,,236,,Petition of A Parents,,,,,,,,0,
petitionofasmith,bango-only-name,,235,,Petition of A Smith,,,,,,,,0,
pieceofbamboopole,bango-only-name,,159,,Piece of Bamboo Pole,,,,,,,,0,
pieceofluckystone,matched-name,466,638,Piece of Lucky Stone,Piece of Lucky Stone,,,True,0,,False,,0,False
pieceofmap,bango-only-name,,1719,,Piece of Map,,,,,,,,0,
pieceofmap10,bango-only-name,,1728,,Piece of Map10,,,,,,,,0,
pieceofmap2,bango-only-name,,1720,,Piece of Map2,,,,,,,,0,
pieceofmap3,bango-only-name,,1721,,Piece of Map3,,,,,,,,0,
pieceofmap4,bango-only-name,,1722,,Piece of Map4,,,,,,,,0,
pieceofmap5,bango-only-name,,1723,,Piece of Map5,,,,,,,,0,
pieceofmap6,bango-only-name,,1724,,Piece of Map6,,,,,,,,0,
pieceofmap7,bango-only-name,,1725,,Piece of Map7,,,,,,,,0,
pieceofmap8,bango-only-name,,1726,,Piece of Map8,,,,,,,,0,
pieceofmap9,bango-only-name,,1727,,Piece of Map9,,,,,,,,0,
pieceofmeat,matched-name,290,407,Piece of Meat,Piece of Meat,G40,G40,True,0,40,False,,93,False
pieceofunknownworld,bango-only-name,,1621,,Piece of Unknown World,,,,,,,,0,
pincersofdesertscorpion,bango-only-name,,2080,,Pincers of Desert Scorpion,,,,,,,,0,
pinethesouthgaterestorationevent,bango-only-name,,1321,,Pine (The South Gate Restoration Event),,,,,,,,0,
plum,bango-only-name,,366,,Plum,,G12,,,12,,,0,
poisonousliquid,bango-only-name,,1785,,Poisonous liquid,,,,,,,,0,
poisonpouch,bango-only-name,,360,,Poison Pouch,,,,,,,,50,
poland,bango-only-name,,911,,Poland,,,,,,,,0,
polishingstone,bango-only-name,,481|1159|1666,,Polishing Stone,,,,,,,,0,
poppy,bango-only-name,,1712,,Poppy,,,,,,,,0,
porklegofgeumohmountain,matched-name,294,411,Pork Leg of Geum-Oh Mountain,Pork Leg of Geum-Oh Mountain,G56,G56,True,0,56,False,,159,False
porkribofgeumohmountain,matched-name,295,412,Pork Rib of Geum-Oh Mountain,Pork Rib of Geum-Oh Mountain,G60,G60,True,0,60,False,,180,False
portablebomb,bango-only-name,,1117,,Portable Bomb,,,,,,,,150000,
portugal,bango-only-name,,924,,Portugal,,,,,,,,0,
potato,matched-name,282,400,Potato,Potato,G12,G12,True,0,12,False,,12,False
potionofbearskin,bango-only-name,,534|608|1143,,Potion of Bear Skin,,,,,,,,0,
potionofeaglewings,bango-only-name,,537|611|1146,,Potion of Eagle Wings,,,,,,,,0,
potionofforesight,bango-only-name,,536|610|1145,,Potion of Foresight,,,,,,,,0,
potionoftigerclaws,bango-only-name,,533|607|1142,,Potion of Tiger Claws,,,,,,,,0,
potionofwisdom,bango-only-name,,535|609|1144,,Potion of Wisdom,,,,,,,,0,
predictiveconfirmatory,legacy-only-name,322,,"""Predictive"" / ""Confirmatory""",,,,,0,,,,,
premiumrewardpack,bango-only-name,,2093,,Premium Reward pack,,,,,,,,0,
presentboxes,bango-only-name,,1110,,Present Boxes,,,,,,,,0,
pridefulhealthy,legacy-only-name,369,,"""Prideful"" / ""Healthy""",,,,,0,,,,,
primingpowders,bango-only-name,,762,,Priming Powders,,,,,,,,0,
properlybrownbearmeat,bango-only-name,,1794,,Properly Brown Bear meat,,,,,,,,0,
protectiontalisman,matched-name,376,206,Protection Talisman,Protection Talisman,G0,,False,0,,False,,0,False
pullscroll,bango-only-name,,2629,,Pull Scroll,,,,,,,,0,
puredewteaofgeumohmountain,bango-only-name,,1629,,Pure Dew-Tea of Geum-Oh Mountain,,G72,,,72,,,1220,
purekeen,legacy-only-name,333,,"""Pure"" / ""Keen""",,,,,0,,,,,
purifiednecklaceofspirit,bango-only-name,,2249,,Purified necklace of spirit,,,,,,,,0,
purifiedringofspirit,bango-only-name,,2248,,Purified ring of spirit,,,,,,,,0,
purifiedtrinketofspirit,bango-only-name,,2251,,Purified trinket of spirit,,,,,,,,0,
purplewitchhat,bango-only-name,,997|1012,,Purple Witch Hat,,G01,,,1,,,30000,
r,bango-only-name,,954,,[ R ],,,,,,,,0,
rainingdagger,legacy-only-name,575,,Raining Dagger,,G01,,,1,,,,,
raykite,bango-only-name,,1288,,Ray Kite,,,,,,,,0,
recallscrollforguild,bango-only-name,,1474|1477,,Recall scroll [For Guild],,,,,,,,0,
recallscrollforindividual,bango-only-name,,1472|1475,,Recall scroll [For Individual],,,,,,,,0,
recallscrollforparty,bango-only-name,,1473|1476,,Recall scroll [For Party],,,,,,,,0,
redbigsteelsword,legacy-only-name,181,,Red Big Steel Sword,,G29,,,1,,,27.120,,
redbirdcannon,bango-only-name,,883|884|885|886|891|892|893|894,,Red Bird Cannon,,,,,,,,0|1,
redbox,bango-only-name,,521,,Red Box,,,,,,,,0,
reddragonimperialstickofimmortality,legacy-only-name,643,,Red Dragon Imperial Stick of Immortality,,G65,,,65,,,0,,
reddragonsimperialstickofimmortality,legacy-only-name,655,,Red Dragons Imperial Stick of Immortality,,G70,,,70,,,0,,
redflag,bango-only-name,,161,,Red Flag,,,,,,,,0,
redhwandoobigsword,matched-name,184,100,Red HwanDoo Big Sword,Red HwanDoo Big Sword,G40,G40,True,1,1,True,0,0,True
redhwandoodagger,matched-name,584,1414,Red HwanDoo Dagger,Red HwanDoo dagger,G40,G40,True,1,1,True,,159092,False
redtigerpatterngakbow,matched-name,227,107,Red Tiger Pattern Gak Bow,Red Tiger Pattern Gak Bow,G40,G40,True,1,1,True,0,0,True
reel,bango-only-name,,1286,,Reel,,,,,,,,0,
republicofengea,bango-only-name,,936,,Republic of ENGea,,,,,,,,0,
revengefuldagger,matched-name,592,1422,Revengeful Dagger,Revengeful dagger,G50,G50,True,50,50,True,,0,False
revengefulsword,matched-name,196,441,Revengeful Sword,Revengeful Sword,G50,G50,True,50,50,True,0,0,True
revengesagile,legacy-only-name,368,,"""Revenges"" / ""Agile""",,,,,0,,,,,
reverentcelebrated,legacy-only-name,335,,"""Reverent"" / ""Celebrated""",,,,,0,,,,,
revisionstone,legacy-only-name,465,,Revision Stone,,,,,0,,,,,
rewardfordestructingkeypoints,bango-only-name,,1173,,Reward for Destructing Key Points,,,,,,,,0,
rewardforprotectingleader,bango-only-name,,1174,,Reward for Protecting Leader,,,,,,,,0,
rewardforsufferingvalley,bango-only-name,,1175,,Reward for Suffering Valley,,,,,,,,0,
ribofskeleton,bango-only-name,,2081,,Rib of Skeleton,,,,,,,,0,
ricecake,bango-only-name,,155,,Rice Cake,,,,,,,,0,
ricecakesoup,bango-only-name,,868,,rice cake soup,,,,,,,,0,
ricewine,bango-only-name,,145,,Rice Wine,,,,,,,,0,
ring,matched-name,377,207,Ring,Ring,G0,,False,0,,False,,0,False
ringofcourage,bango-only-name,,1045,,Ring of Courage,,,,,,,,0,
ringofexcessiveness,bango-only-name,,1039,,Ring of Excessiveness ,,,,,,,,0,
ringofexplosion,bango-only-name,,1043,,Ring of Explosion,,,,,,,,0,
ringofknowledge,bango-only-name,,1049,,Ring of Knowledge,,,,,,,,0,
ringofmaturity,bango-only-name,,1055,,Ring of Maturity,,,,,,,,0,
ringofmeditation,bango-only-name,,1053,,Ring of Meditation,,,,,,,,0,
ringofquickness,bango-only-name,,1051,,Ring of Quickness,,,,,,,,0,
ringofsage,bango-only-name,,1092,,Ring of Sage,,,,,,,,0,
ringofvigor,bango-only-name,,1041,,Ring of Vigor,,,,,,,,0,
ringofwisdom,bango-only-name,,1047,,Ring of Wisdom,,,,,,,,0,
robeofthefairy,bango-only-name,,1019,,Robe of the Fairy,,,,,,,,0,
rope,bango-only-name,,359,,Rope,,,,,,,,0,
rottenskeletonofwarrioroftheroyaltomb,bango-only-name,,1372,,Rotten Skeleton of Warrior of the Royal Tomb,,,,,,,,0,
royaltombkeepersbook,bango-only-name,,434,,Royal Tomb Keeper's Book,,,,,,,,0,
royaltombkeepersironhammer,bango-only-name,,439,,Royal Tomb Keeper's Iron Hammer,,,,,,,,0,
royaltombkeeperslute,bango-only-name,,435,,Royal Tomb Keeper's Lute,,,,,,,,0,
royaltombkeepersshield,bango-only-name,,437,,Royal Tomb Keeper's Shield,,,,,,,,0,
royaltombkeepersspear,bango-only-name,,438,,Royal Tomb Keeper's Spear,,,,,,,,0,
royaltombkeeperssword,bango-only-name,,436,,Royal Tomb Keeper's Sword,,,,,,,,0,
ruinousfictional,legacy-only-name,370,,"""Ruinous"" / ""Fictional""",,,,,0,,,,,
rushreflective,legacy-only-name,324,,"""Rush"" / ""Reflective""",,,,,0,,,,,
s,bango-only-name,,955|1106,,[ S ],,,,,,,,0,
saedanchairpersonsstick,matched-name,256,112,Sae Dan Chairpersons Stick,Sae Dan Chairperson's Stick,G40,G40,True,1,1,True,0,0,True
saegumchairpersonsstick,matched-name,255,111,SaeGum Chairpersons Stick,SaeGum Chairperson's Stick,G37,G37,True,1,1,True,51.320,51320,False
saehakchairpersonsstick,matched-name,257,113,Sae Hak Chairpersons Stick,Sae Hak Chairperson's Stick,G40,G40,True,1,1,True,0,0,True
saewongeneralsletter,bango-only-name,,134,,Sae-Won General's Letter,,,,,,,,0,
salmon,bango-only-name,,240,,Salmon,,,,,,,,0,
santabootsofarcher,bango-only-name,,1845,,Santa Boots of Archer,,G01,,,1,,,0,
santabootsofknight,bango-only-name,,1835,,Santa Boots of Knight,,G01,,,1,,,0,
santabootsofmagician,bango-only-name,,1840,,Santa Boots of Magician,,G01,,,1,,,0,
santabootsofthief,bango-only-name,,1850,,Santa Boots of Thief,,G01,,,1,,,0,
santacoatofarcher,bango-only-name,,1842,,Santa Coat of Archer,,G01,,,1,,,0,
santacoatofknight,bango-only-name,,1832,,Santa Coat of Knight,,G01,,,1,,,0,
santacoatofmagician,bango-only-name,,1837,,Santa Coat of Magician,,G01,,,1,,,0,
santacoatofthief,bango-only-name,,1847,,Santa Coat of Thief,,G01,,,1,,,0,
santaglovesofarcher,bango-only-name,,1844,,Santa Gloves of Archer,,G01,,,1,,,0,
santaglovesofknight,bango-only-name,,1834,,Santa Gloves of Knight,,G01,,,1,,,0,
santaglovesofmagician,bango-only-name,,1839,,Santa Gloves of Magician,,G01,,,1,,,0,
santaglovesofthief,bango-only-name,,1849,,Santa Gloves of Thief,,G01,,,1,,,0,
santahatofarcher,bango-only-name,,1843,,Santa Hat of Archer,,G01,,,1,,,0,
santahatofknight,bango-only-name,,1833,,Santa Hat of Knight,,G01,,,1,,,0,
santahatofmagician,bango-only-name,,1838,,Santa Hat of Magician,,G01,,,1,,,0,
santahatofthief,bango-only-name,,1848,,Santa Hat of Thief,,G01,,,1,,,0,
santapantsofknight,bango-only-name,,1836,,Santa Pants of Knight,,G01,,,1,,,0,
santapantsofmagician,bango-only-name,,1841,,Santa Pants of Magician,,G01,,,1,,,0,
santapantsofthief,bango-only-name,,1851,,Santa Pants of Thief,,G01,,,1,,,0,
santaskirtofarcher,bango-only-name,,1846,,Santa Skirt of Archer,,G01,,,1,,,0,
sasaeularmor,matched-name,7|8|441|442,6,SaSaEul Armor,SaSaEul Armor,G00|G08,G08,False,1,1,True,200|510,200,False
sasaeulboots,matched-name,9|443,9,SaSaEul Boots,SaSaEul Boots,G00|G08,G08,False,1,1,True,110,110,True
sasaeulgloves,matched-name,10|444,8,SaSaEul Gloves,SaSaEul Gloves,G00|G08,G08,False,1,1,True,50,50,True
sasaeulhelmet,matched-name,11|445,7,SaSaEul Helmet,SaSaEul Helmet,G00|G08,G08,False,1,1,True,90,90,True
sasaeulshorts,matched-name,12|446,10,SaSaEul Shorts,SaSaEul Shorts,G00|G08,G08,False,1,1,True,60,60,True
saudiarabia,bango-only-name,,940,,Saudi Arabia,,,,,,,,0,
savagetribesbigstick,matched-name,262,582,Savage Tribes Big Stick,Savage Tribe's Big Stick,G48,G48,True,45,45,True,0,0,True
savagetribesbluechultaebow,matched-name,232,579,Savage Tribes Blue ChulTae Bow,Savage Tribe's Blue ChulTae Bow,G48,G48,True,45,45,True,0,0,True
savagetribesbluechultaebowimperial,legacy-only-name,401,,Savage Tribes Blue ChulTae Bow (Imperial),,G48,,,45,,,0,,
savagetribeschultaebow,matched-name,231,578,Savage Tribes ChulTae Bow,Savage Tribe's ChulTae Bow,G48,G48,True,45,45,True,0,0,True
savagetribesdagger,matched-name,588,1418,Savage Tribes Dagger,Savage Tribe's dagger,G48,G48,True,45,45,True,,0,False
savagetribesgiantsword,bango-only-name,,575,,Savage Tribe's Giant Sword,,G48,,,48,,,0,
savagetribesgrandstick,matched-name,263,583,Savage Tribes Grand Stick,Savage Tribe's Grand Stick,G48,G48,True,45,45,True,0,0,True
savagetribesgrandstickimperial,legacy-only-name,402,,Savage Tribes Grand Stick (Imperial),,G48,,,45,,,0,,
savagetribesredchultaebow,matched-name,233,580,Savage Tribes Red ChulTae Bow,Savage Tribe's Red ChulTae Bow,G48,G48,True,45,45,True,0,0,True
savagetribesreligiousstick,matched-name,261,581,Savage Tribes Religious Stick,Savage Tribe's Religious Stick,G48,G48,True,45,45,True,0,0,True
savagetribestigerteethdagger,matched-name,589,1419,Savage Tribes Tiger Teeth Dagger,Savage Tribe's Tiger Teeth dagger,G48,G48,True,45,45,True,,0,False
savagetribestigerteethdaggerimperial,legacy-only-name,605,,Savage Tribes Tiger Teeth Dagger (Imperial),,G48,,,48,,,,,
savagetribestigerteethgiantsword,bango-only-name,,576,,Savage Tribe's Tiger Teeth Giant Sword,,G48,,,48,,,0,
savagetribestigerteethsword,matched-name,190,573,Savage Tribes Tiger Teeth Sword,Savage Tribe's Tiger Teeth Sword,G48,G48,True,45,45,True,0,0,True
savagetribestigerteethswordimperial,legacy-only-name,400,,Savage Tribes Tiger Teeth Sword (Imperial),,G48,,,45,,,0,,
savagetribestreasuresword,matched-name,189,572,Savage Tribes Treasure Sword,Savage Tribe's Treasure Sword,G48,G48,True,45,45,True,0,0,True
savagetribestruthgiantsword,bango-only-name,,577,,Savage Tribe's Truth Giant Sword,,G48,,,48,,,0,
savagetribestruthsword,matched-name,191,574,Savage Tribes Truth Sword,Savage Tribe's Truth Sword,G48,G48,True,45,45,True,0,0,True
savingscrolloflocation,bango-only-name,,509|1148|1290,,Saving Scroll of Location,,,,,,,,0,
scaledarmorofdarkness,bango-only-name,,673,,Scaled Armor of Darkness,,G60,,,60,,,0,
scaledarmorofdoggebi,matched-name,133|134,621|730|841|1504,Scaled Armor of Doggebi,Scaled Armor of Doggebi,G55,G55,True,51|55,55,False,0,0,True
scaledbootsofdoggebi,legacy-only-name,135,,Scaled Boots of Doggebi,,G55,,,52,,,0,,
scaledglovesofdarkness,bango-only-name,,675,,Scaled Gloves of Darkness,,G60,,,56,,,0,
scaledglovesofdoggebi,matched-name,136,623|732|843|1506,Scaled Gloves of Doggebi,Scaled Gloves of Doggebi,G55,G55,True,51,51,True,0,0,True
scaledhelmetofdarkness,bango-only-name,,674,,Scaled Helmet of  Darkness,,G60,,,58,,,0,
scaledhelmetofdoggebi,matched-name,137,622|731|842|1505,Scaled Helmet of Doggebi,Scaled Helmet of Doggebi,G55,G55,True,53,53,True,0,0,True
scaledshoesofdarkness,bango-only-name,,676,,Scaled Shoes of  Darkness,,G60,,,57,,,0,
scaledshoesofdoggebi,bango-only-name,,624|733|844|1507,,Scaled Shoes of Doggebi,,G55,,,52,,,0,
scaledshortsofdarkness,bango-only-name,,677,,Scaled Shorts of Darkness,,G60,,,59,,,0,
scaledshortsofdoggebi,matched-name,138,625|734|845|1508,Scaled Shorts of Doggebi,Scaled Shorts of Doggebi,G55,G55,True,54,54,True,0,0,True
scholarstrinket,bango-only-name,,204,,Scholar's Trinket,,,,,,,,0,
scorpionshell,bango-only-name,,1776,,Scorpion Shell,,,,,,,,0,
scorpionspoisonedneedle,bango-only-name,,1729,,Scorpions Poisoned needle,,,,,,,,0,
scrollofaccuracyimprovement,bango-only-name,,528|603|1153,,Scroll of Accuracy Improvement,,,,,,,,0,
scrollofanewstart,bango-only-name,,2604|2642,,Scroll of a New Start,,,,,,,,0,
scrollofdamagereduction,bango-only-name,,525|599|1151,,Scroll of Damage Reduction,,,,,,,,0,
scrollofevasionimprovement,bango-only-name,,529|605|1154,,Scroll of Evasion Improvement,,,,,,,,0,
scrollofhighexplosiveblowimprovement,bango-only-name,,527,,Scroll of High Explosive Blow Improvement,,,,,,,,0,
scrollofhighhpabsorption,bango-only-name,,540,,Scroll of High HP Absorption,,,,,,,,0,
scrollofhighperfectdefense,bango-only-name,,532,,Scroll of High Perfect Defense,,,,,,,,0,
scrollofhpabsorption,bango-only-name,,618|1156,,Scroll of HP Absorption,,,,,,,,0,
scrollofinvincibility,bango-only-name,,1122|1176|1457,,Scroll of Invincibility,,,,,,,,0|110000|150000,
scrollofjobchange,bango-only-name,,2605|2606,,Scroll of Job Change,,,,,,,,0,
scrolloflevelup,bango-only-name,,2612,,Scroll of Level Up,,,,,,,,0,
scrollofmediumhpabsorption,bango-only-name,,539,,Scroll of Medium HP Absorption,,,,,,,,0,
scrollofmediumperfectdefense,bango-only-name,,531,,Scroll of Medium Perfect Defense,,,,,,,,0,
scrollofmovingtotheleader,bango-only-name,,1123|1177,,Scroll of Moving to the Leader,,,,,,,,0|150000,
scrollofnormalexplosiveblowimprovement,bango-only-name,,526,,Scroll of Normal Explosive Blow Improvement,,,,,,,,0,
scrollofnormalhpabsorption,bango-only-name,,538,,Scroll of Normal HP Absorption,,,,,,,,0,
scrollofnormalperfectdefense,bango-only-name,,530,,Scroll of Normal Perfect Defense,,,,,,,,0,
scrollofperfectdefense,bango-only-name,,617|1155,,Scroll of Perfect Defense,,,,,,,,0,
scrollofpowerimprovement,bango-only-name,,524|597|1150,,Scroll of Power Improvement,,,,,,,,0,
scrollofrebirth,bango-only-name,,483,,Scroll of Rebirth,,,,,,,,0,
scrollofthirdjob,bango-only-name,,2610,,Scroll of third job,,,,,,,,0,
scrollofvalleyofdevah,bango-only-name,,2645,,Scroll of Valley of Devah,,,,,,,,0,
seabream,bango-only-name,,444,,Sea-bream,,,,,,,,0,
seabreamwithblood,matched-name,379,446,Sea Bream with Blood,Sea Bream with Blood,,,True,0,,False,,0,False
sealedghosttroopsbead,bango-only-name,,214,,Sealed Ghost Troop's Bead,,,,,,,,0,
sealedstonewithvillageheadmansspirit,bango-only-name,,1694,,Sealed Stone with Village Headman's Spirit,,,,,,,,0,
sealedtalismanwithspirits,bango-only-name,,226,,Sealed Talisman with Spirits,,,,,,,,0,
secondjobitemspack,bango-only-name,,2636,,Second Job Items Pack,,,,,,,,0,
secondpieceofbronzemirror,matched-name,382,642,Second Piece of Bronze Mirror,Second Piece of Bronze Mirror,,,True,0,,False,,0,False
secretdocument,bango-only-name,,1788,,Secret document,,,,,,,,0,
secretletter,bango-only-name,,358,,Secret Letter,,,,,,,,0,
secretletterofhongjun,bango-only-name,,340,,Secret Letter of Hong-Jun,,,,,,,,0,
serbiaandmontenegro,bango-only-name,,919,,Serbia and Montenegro,,,,,,,,0,
sesamericecake,bango-only-name,,870|2370,,sesame rice cake,,,,,,,,0,
seventhpieceofbronzemirror,matched-name,387,647,Seventh Piece of Bronze Mirror,Seventh Piece of Bronze Mirror,,,True,0,,False,,0,False
shad,bango-only-name,,2073,,Shad,,,,,,,,0,
shaejagaparmor,matched-name,37|38,42,ShaeJaGap Armor,ShaeJaGap Armor,G24,G24,True,1,1,True,17.573|6.892,6892,False
shaejagapboots,matched-name,39,45,ShaeJaGap Boots,ShaeJaGap Boots,G24,G24,True,1,1,True,3.790,3790,False
shaejagapgloves,matched-name,40,44,ShaeJaGap Gloves,ShaeJaGap Gloves,G24,G24,True,1,1,True,1.723,1723,False
shaejagaphood,matched-name,41,43,ShaeJaGap Hood,ShaeJaGap Hood,G24,G24,True,1,1,True,3.101,3101,False
shaejagapshorts,matched-name,42,46,ShaeJaGap Shorts,ShaeJaGap Shorts,G24,G24,True,1,1,True,2.067,2067,False
sheegeunsmessage,bango-only-name,,140,,Shee-Geun's Message,,,,,,,,0,
shieldkite,bango-only-name,,1289,,Shield Kite,,,,,,,,0,
shieldofdarkness,bango-only-name,,688,,Shield of Darkness,,G60,,,60,,,0,
shoesofdarkness,bango-only-name,,681,,Shoes of Darkness,,G60,,,57,,,0,
shoesofdoggebi,bango-only-name,,629|738|849|1207|1512,,Shoes of Doggebi,,G55,,,52,,,0,
shortironsword,matched-name,174,1,Short Iron Sword,Short Iron Sword,G01,G01,True,1,1,True,4,4,True
shortsofdarkness,matched-name,502|508|514,682,Shorts of Darkness,Shorts of Darkness,G90,G60,False,90,59,False,0,0,True
shortsofdoggebi,matched-name,132,630|739|850|1208|1513,Shorts of Doggebi,Shorts of Doggebi,G55,G55,True,54,54,True,0,0,True
shortsteelsword,matched-name,175,2,Short Steel Sword,Short Steel Sword,G05,G05,True,1,1,True,180,180,True
sickle,bango-only-name,,1779,,Sickle,,,,,,,,0,
silverkalcash,bango-only-name,,2608,,Silver KalCash,,,,,,,,0,
silvermarble,bango-only-name,,2178,,Silver Marble,,,,,,,,0,
silverpot,bango-only-name,,690,,Silver Pot,,,,,,,,0,
singakdoosuklinarmor,matched-name,91|92,256,SinGak DooSukLin Armor,SinGak DooSukLin Armor,G46,G46,True,35|43,43,False,210.800|695.600,0,False
singakdoosuklinboots,legacy-only-name,93,,SinGak DooSukLin Boots,,G46,,,37,,,102.400,,
singakdoosuklingloves,matched-name,94,258,SinGak DooSukLin Gloves,SinGak DooSukLin Gloves,G46,G46,True,35,35,True,87.200,0,False
singakdoosuklinhood,matched-name,95,257,SinGak DooSukLin Hood,SinGak DooSukLin Hood,G46,G46,True,39,39,True,117.200,0,False
singakdoosuklinshoes,bango-only-name,,259,,SinGak DooSukLin Shoes,,G46,,,37,,,0,
singakdoosuklinshorts,matched-name,96,260,SinGak DooSukLin Shorts,SinGak DooSukLin Shorts,G46,G46,True,41,41,True,178.000,0,False
sipjundaebotang,bango-only-name,,144,,SipJunDaeBoTang,,,,,,,,0,
sixpieceofbronzemirror,matched-name,386,646,Six Piece of Bronze Mirror,Six Piece of Bronze Mirror,,,True,0,,False,,0,False
skeletonswiththepack,bango-only-name,,1774,,Skeletons with the pack,,,,,,,,0,
skeletonwarriorshead,bango-only-name,,432,,Skeleton Warrior's Head,,,,,,,,0,
skeletonwarriorsribs,bango-only-name,,433,,Skeleton Warrior's Ribs,,,,,,,,0,
skillbookattackpowerup,bango-only-name,,1682,,Skill Book [Attack Power Up],,,,,60,,,0,
