sk_megn,sk_type,sk_poz,sk_desc,sk_order,sk_pic,sk_lvl,sk_pre,sk_form,sk_pars,sk_maxpars,sk_mana,sk_charge,sk_coold,sk_range,sk_lasting,sk_honor,bango_key,bango_definition_ordinal,bango_limit_json,bango_action_json,bango_level_json,bango_grade_json,bango_maxlevel_json,bango_type_json,bango_property_json,bango_parameters_json,bango_parameter_rpn_json,bango_compares_json,bango_mana_rpn_json,bango_range_rpn_json,bango_cast_ms_rpn_json,bango_cooldown_ms_rpn_json,bango_compare_label_status_json,bango_conditions_json,bango_record_json,provenance,source_file,source_line
Curse of Strength,2,,#nDecrease the target's strength temporally.,,active113,,,#nStrength - %1!d! %%#nLasting Time : %2!d!#nEnergy used : 38,,,38,0,60000,190,,,archer-35,1,"[""archer""]","[""36""]","[""55"",""63"",""0""]","[""11"",""0""]","[""1"",""2"",""0""]","[""active"",""use""]","[""2"",""3"",""0"",""0"",""2"",""5""]","[[""parameter"",""1"",[""mul"",""skill_level"",""24""]],[""parameter"",""2"",[""plus"",""50"",[""mul"",""skill_level"",""20""]]]]","[""skill_level 24 *"",""50 skill_level 20 * +""]","[[""compare"",""1"",""38""],[""compare"",""2"",""190""],[""compare"",""3"",""0""],[""compare"",""4"",""60000""]]","[""38""]","[""190""]","[""0""]","[""60000""]","{""1"":""verified-ability-text-and-gitbook"",""2"":""gitbook-verified-for-class"",""3"":""gitbook-verified-for-class"",""4"":""gitbook-verified-for-class""}",[],"[""skill"",[""key"",""archer-35""],[""name"",""Curse of Strength""],[""limit"",""archer""],[""action"",""36""],[""image"",""active113""],[""desc"",""#nDecrease the target's strength temporally.""],[""ability"",""#nStrength - %1!d! %%#nLasting Time : %2!d!#nEnergy used : 38""],[""parameter"",""1"",[""mul"",""skill_level"",""24""]],[""parameter"",""2"",[""plus"",""50"",[""mul"",""skill_level"",""20""]]],[""level"",""55"",""63"",""0""],[""grade"",""11"",""0""],[""maxlevel"",""1"",""2"",""0""],[""compare"",""1"",""38""],[""compare"",""2"",""190""],[""compare"",""3"",""0""],[""compare"",""4"",""60000""],[""type"",""active"",""use""],[""motion"",""0"",""11"",""none""],[""ridemotion"",""0"",""4"",""none""],[""battleride"",""1""],[""damagetype"",""3""],[""targetkind"",""1"",""2""],[""property"",""2"",""3"",""0"",""0"",""2"",""5""]]",bango-file,jobsystem.dat,4592
Curse of Health,2,,#nDecrease the target's health temporally.,,active114,,,#nHelath - %1!d! %%#nLasting Time : %2!d!#nEnergy used : 38,,,38,0,60000,190,,,archer-36,1,"[""archer""]","[""37""]","[""56"",""63"",""0""]","[""11"",""0""]","[""1"",""2"",""0""]","[""active"",""use""]","[""2"",""3"",""0"",""0"",""2"",""5""]","[[""parameter"",""1"",[""mul"",""skill_level"",""12""]],[""parameter"",""2"",[""plus"",""50"",[""mul"",""skill_level"",""20""]]]]","[""skill_level 12 *"",""50 skill_level 20 * +""]","[[""compare"",""1"",""38""],[""compare"",""2"",""190""],[""compare"",""3"",""0""],[""compare"",""4"",""60000""]]","[""38""]","[""190""]","[""0""]","[""60000""]","{""1"":""verified-ability-text-and-gitbook"",""2"":""gitbook-verified-for-class"",""3"":""gitbook-verified-for-class"",""4"":""gitbook-verified-for-class""}",[],"[""skill"",[""key"",""archer-36""],[""name"",""Curse of Health""],[""limit"",""archer""],[""action"",""37""],[""image"",""active114""],[""desc"",""#nDecrease the target's health temporally.""],[""ability"",""#nHelath - %1!d! %%#nLasting Time : %2!d!#nEnergy used : 38""],[""parameter"",""1"",[""mul"",""skill_level"",""12""]],[""parameter"",""2"",[""plus"",""50"",[""mul"",""skill_level"",""20""]]],[""level"",""56"",""63"",""0""],[""grade"",""11"",""0""],[""maxlevel"",""1"",""2"",""0""],[""compare"",""1"",""38""],[""compare"",""2"",""190""],[""compare"",""3"",""0""],[""compare"",""4"",""60000""],[""type"",""active"",""use""],[""motion"",""0"",""11"",""none""],[""ridemotion"",""0"",""4"",""none""],[""battleride"",""1""],[""damagetype"",""3""],[""targetkind"",""1"",""2""],[""property"",""2"",""3"",""0"",""0"",""2"",""5""]]",bango-file,jobsystem.dat,4615
Curse of Agility,2,,#nDecrease the target's Agility temporally.,,active115,,,#nAgility - %1!d! %%#nLasting Time : %2!d!#nEnergy used : 42,,,42,0,60000,200,,,archer-37,1,"[""archer""]","[""38""]","[""56"",""64"",""0""]","[""11"",""0""]","[""1"",""2"",""0""]","[""active"",""use""]","[""2"",""3"",""0"",""0"",""2"",""5""]","[[""parameter"",""1"",[""mul"",""skill_level"",""20""]],[""parameter"",""2"",[""plus"",""50"",[""mul"",""skill_level"",""20""]]]]","[""skill_level 20 *"",""50 skill_level 20 * +""]","[[""compare"",""1"",""42""],[""compare"",""2"",""200""],[""compare"",""3"",""0""],[""compare"",""4"",""60000""]]","[""42""]","[""200""]","[""0""]","[""60000""]","{""1"":""verified-ability-text-and-gitbook"",""2"":""gitbook-verified-for-class"",""3"":""gitbook-verified-for-class"",""4"":""gitbook-verified-for-class""}",[],"[""skill"",[""key"",""archer-37""],[""name"",""Curse of Agility""],[""limit"",""archer""],[""action"",""38""],[""image"",""active115""],[""desc"",""#nDecrease the target's Agility temporally.""],[""ability"",""#nAgility - %1!d! %%#nLasting Time : %2!d!#nEnergy used : 42""],[""parameter"",""1"",[""mul"",""skill_level"",""20""]],[""parameter"",""2"",[""plus"",""50"",[""mul"",""skill_level"",""20""]]],[""level"",""56"",""64"",""0""],[""grade"",""11"",""0""],[""maxlevel"",""1"",""2"",""0""],[""compare"",""1"",""42""],[""compare"",""2"",""200""],[""compare"",""3"",""0""],[""compare"",""4"",""60000""],[""type"",""active"",""use""],[""motion"",""0"",""11"",""none""],[""ridemotion"",""0"",""4"",""none""],[""battleride"",""1""],[""damagetype"",""3""],[""targetkind"",""1"",""2""],[""property"",""2"",""3"",""0"",""0"",""2"",""5""]]",bango-file,jobsystem.dat,4638
Curse of Intelligence,2,,#nDecrease the target's Intelligence temporally.,,active116,,,#nIntellegence - %1!d! %%#nLasting Time : %2!d!#nEnergy used : 42,,,42,0,60000,200,,,archer-38,1,"[""archer""]","[""39""]","[""57"",""64"",""0""]","[""11"",""0""]","[""1"",""2"",""0""]","[""active"",""use""]","[""2"",""3"",""0"",""0"",""2"",""5""]","[[""parameter"",""1"",[""mul"",""skill_level"",""24""]],[""parameter"",""2"",[""plus"",""50"",[""mul"",""skill_level"",""20""]]]]","[""skill_level 24 *"",""50 skill_level 20 * +""]","[[""compare"",""1"",""42""],[""compare"",""2"",""200""],[""compare"",""3"",""0""],[""compare"",""4"",""60000""]]","[""42""]","[""200""]","[""0""]","[""60000""]","{""1"":""verified-ability-text-and-gitbook"",""2"":""gitbook-verified-for-class"",""3"":""gitbook-verified-for-class"",""4"":""gitbook-verified-for-class""}",[],"[""skill"",[""key"",""archer-38""],[""name"",""Curse of Intelligence""],[""limit"",""archer""],[""action"",""39""],[""image"",""active116""],[""desc"",""#nDecrease the target's Intelligence temporally.""],[""ability"",""#nIntellegence - %1!d! %%#nLasting Time : %2!d!#nEnergy used : 42""],[""parameter"",""1"",[""mul"",""skill_level"",""24""]],[""parameter"",""2"",[""plus"",""50"",[""mul"",""skill_level"",""20""]]],[""level"",""57"",""64"",""0""],[""grade"",""11"",""0""],[""maxlevel"",""1"",""2"",""0""],[""compare"",""1"",""42""],[""compare"",""2"",""200""],[""compare"",""3"",""0""],[""compare"",""4"",""60000""],[""type"",""active"",""use""],[""motion"",""0"",""11"",""none""],[""ridemotion"",""0"",""4"",""none""],[""battleride"",""1""],[""damagetype"",""3""],[""targetkind"",""1"",""2""],[""property"",""2"",""3"",""0"",""0"",""2"",""5""]]",bango-file,jobsystem.dat,4661
Curse of Wisdom,2,,#nDecrease the target's Wisdom temporally.,,active117,,,#nWisdom - %1!d! %%#nLasting Time : %2!d!#nEnergy used : 38,,,38,0,60000,200,,,archer-39,1,"[""archer""]","[""40""]","[""58"",""66"",""0""]","[""11"",""0""]","[""1"",""2"",""0""]","[""active"",""use""]","[""2"",""3"",""0"",""0"",""2"",""5""]","[[""parameter"",""1"",[""mul"",""skill_level"",""16""]],[""parameter"",""2"",[""plus"",""50"",[""mul"",""skill_level"",""20""]]]]","[""skill_level 16 *"",""50 skill_level 20 * +""]","[[""compare"",""1"",""38""],[""compare"",""2"",""200""],[""compare"",""3"",""0""],[""compare"",""4"",""60000""]]","[""38""]","[""200""]","[""0""]","[""60000""]","{""1"":""verified-ability-text-and-gitbook"",""2"":""gitbook-verified-for-class"",""3"":""gitbook-verified-for-class"",""4"":""gitbook-verified-for-class""}",[],"[""skill"",[""key"",""archer-39""],[""name"",""Curse of Wisdom""],[""limit"",""archer""],[""action"",""40""],[""image"",""active117""],[""desc"",""#nDecrease the target's Wisdom temporally.""],[""ability"",""#nWisdom - %1!d! %%#nLasting Time : %2!d!#nEnergy used : 38""],[""parameter"",""1"",[""mul"",""skill_level"",""16""]],[""parameter"",""2"",[""plus"",""50"",[""mul"",""skill_level"",""20""]]],[""level"",""58"",""66"",""0""],[""grade"",""11"",""0""],[""maxlevel"",""1"",""2"",""0""],[""compare"",""1"",""38""],[""compare"",""2"",""200""],[""compare"",""3"",""0""],[""compare"",""4"",""60000""],[""type"",""active"",""use""],[""motion"",""0"",""11"",""none""],[""ridemotion"",""0"",""4"",""none""],[""battleride"",""1""],[""damagetype"",""3""],[""targetkind"",""1"",""2""],[""property"",""2"",""3"",""0"",""0"",""2"",""5""]]",bango-file,jobsystem.dat,4684
Curse of Defense,2,,#nDecrease the target's Defense temporally.,,active118,,,#nShort Range Defense - %1!d! %%#nLong-Range Defense - %2!d! %%#nLasting Time : %3!d!#nEnergy used : 83,,,83,0,60000,180,,,archer-40,1,"[""archer""]","[""41""]","[""59"",""67"",""0""]","[""11"",""0""]","[""1"",""2"",""0""]","[""active"",""use""]","[""2"",""3"",""0"",""0"",""2"",""5""]","[[""parameter"",""1"",[""plus"",""4"",[""mul"",""skill_level"",""8""]]],[""parameter"",""2"",[""plus"",""2"",[""mul"",""skill_level"",""6""]]],[""parameter"",""3"",[""plus"",""30"",[""mul"",""skill_level"",""10""]]]]","[""4 skill_level 8 * +"",""2 skill_level 6 * +"",""30 skill_level 10 * +""]","[[""compare"",""1"",""83""],[""compare"",""2"",""180""],[""compare"",""3"",""0""],[""compare"",""4"",""60000""]]","[""83""]","[""180""]","[""0""]","[""60000""]","{""1"":""verified-ability-text-and-gitbook"",""2"":""gitbook-verified-for-class"",""3"":""gitbook-verified-for-class"",""4"":""gitbook-verified-for-class""}",[],"[""skill"",[""key"",""archer-40""],[""name"",""Curse of Defense""],[""limit"",""archer""],[""action"",""41""],[""image"",""active118""],[""desc"",""#nDecrease the target's Defense temporally.""],[""ability"",""#nShort Range Defense - %1!d! %%#nLong-Range Defense - %2!d! %%#nLasting Time : %3!d!#nEnergy used : 83""],[""parameter"",""1"",[""plus"",""4"",[""mul"",""skill_level"",""8""]]],[""parameter"",""2"",[""plus"",""2"",[""mul"",""skill_level"",""6""]]],[""parameter"",""3"",[""plus"",""30"",[""mul"",""skill_level"",""10""]]],[""level"",""59"",""67"",""0""],[""grade"",""11"",""0""],[""maxlevel"",""1"",""2"",""0""],[""compare"",""1"",""83""],[""compare"",""2"",""180""],[""compare"",""3"",""0""],[""compare"",""4"",""60000""],[""type"",""active"",""use""],[""motion"",""0"",""11"",""none""],[""ridemotion"",""0"",""4"",""none""],[""battleride"",""1""],[""damagetype"",""3""],[""targetkind"",""1"",""2""],[""property"",""2"",""3"",""0"",""0"",""2"",""5""]]",bango-file,jobsystem.dat,4707
Poison Cloud,2,,#nSpread the poison cloud and give continous damage#nto the all player in the poison cloud.#nPoison cloud stays for 12 seconds.,,active119,,,#nDamage : %2!d! %% of Base Attack#nLasting Time : 12#nEnergy used : %1!d!,,,100 skill_level 16 * +,2000,180000,200,,,archer-41,1,"[""archer""]","[""42""]","[""59"",""70"",""0""]","[""11"",""0""]","[""1"",""2"",""0""]","[""active"",""once""]","[""2"",""3"",""0"",""0"",""9"",""5""]","[[""parameter"",""1"",[""plus"",""100"",[""mul"",""skill_level"",""16""]]],[""parameter"",""2"",[""plus"",""5"",[""mul"",""skill_level"",""20""]]]]","[""100 skill_level 16 * +"",""5 skill_level 20 * +""]","[[""compare"",""1"",[""plus"",""100"",[""mul"",""skill_level"",""16""]]],[""compare"",""2"",""200""],[""compare"",""3"",""2000""],[""compare"",""4"",""180000""]]","[""100 skill_level 16 * +""]","[""200""]","[""2000""]","[""180000""]","{""1"":""verified-ability-text-and-gitbook"",""2"":""gitbook-verified-for-class"",""3"":""gitbook-verified-for-class"",""4"":""gitbook-verified-for-class""}",[],"[""skill"",[""key"",""archer-41""],[""name"",""Poison Cloud""],[""limit"",""archer""],[""action"",""42""],[""image"",""active119""],[""desc"",""#nSpread the poison cloud and give continous damage#nto the all player in the poison cloud.#nPoison cloud stays for 12 seconds.""],[""ability"",""#nDamage : %2!d! %% of Base Attack#nLasting Time : 12#nEnergy used : %1!d!""],[""parameter"",""1"",[""plus"",""100"",[""mul"",""skill_level"",""16""]]],[""parameter"",""2"",[""plus"",""5"",[""mul"",""skill_level"",""20""]]],[""level"",""59"",""70"",""0""],[""grade"",""11"",""0""],[""maxlevel"",""1"",""2"",""0""],[""compare"",""1"",[""plus"",""100"",[""mul"",""skill_level"",""16""]]],[""compare"",""2"",""200""],[""compare"",""3"",""2000""],[""compare"",""4"",""180000""],[""type"",""active"",""once""],[""motion"",""10"",""11"",""none""],[""ridemotion"",""2"",""3"",""none""],[""battleride"",""1""],[""damagetype"",""0""],[""property"",""2"",""3"",""0"",""0"",""9"",""5""]]",bango-file,jobsystem.dat,4731
Loss of Confidence,2,,#nDecrease the target's On-Target Point temporally.,,active120,,,#n On-Target Point -50 %%#nLasting Time : 15#nEnergy used : 98,,,98,0,30000,90,,,archer-42,1,"[""archer""]","[""43""]","[""61"",""0""]","[""11"",""0""]","[""1"",""0""]","[""active"",""use""]","[""2"",""3"",""0"",""0"",""2"",""5""]",[],[],"[[""compare"",""1"",""98""],[""compare"",""2"",""90""],[""compare"",""3"",""0""],[""compare"",""4"",""30000""]]","[""98""]","[""90""]","[""0""]","[""30000""]","{""1"":""verified-ability-text-and-gitbook"",""2"":""gitbook-verified-for-class"",""3"":""gitbook-verified-for-class"",""4"":""gitbook-verified-for-class""}",[],"[""skill"",[""key"",""archer-42""],[""name"",""Loss of Confidence""],[""limit"",""archer""],[""action"",""43""],[""image"",""active120""],[""desc"",""#nDecrease the target's On-Target Point temporally.""],[""ability"",""#n On-Target Point -50 %%#nLasting Time : 15#nEnergy used : 98""],[""level"",""61"",""0""],[""grade"",""11"",""0""],[""maxlevel"",""1"",""0""],[""compare"",""1"",""98""],[""compare"",""2"",""90""],[""compare"",""3"",""0""],[""compare"",""4"",""30000""],[""type"",""active"",""use""],[""motion"",""0"",""11"",""none""],[""ridemotion"",""0"",""4"",""none""],[""battleride"",""1""],[""damagetype"",""3""],[""targetkind"",""1"",""2""],[""property"",""2"",""3"",""0"",""0"",""2"",""5""]]",bango-file,jobsystem.dat,4753
Sight Blockade,2,,#nBlock the target's sight and#nmake the target blind.,,active121,,,#nLasting Time : 10#nEnergy used : 100,,,100,1800,30000,170,,,archer-43,1,"[""archer""]","[""44""]","[""62"",""0""]","[""11"",""0""]","[""1"",""0""]","[""active"",""use""]","[""2"",""3"",""0"",""0"",""2"",""5""]",[],[],"[[""compare"",""1"",""100""],[""compare"",""2"",""170""],[""compare"",""3"",""1800""],[""compare"",""4"",""30000""]]","[""100""]","[""170""]","[""1800""]","[""30000""]","{""1"":""verified-ability-text-and-gitbook"",""2"":""gitbook-verified-for-class"",""3"":""gitbook-verified-for-class"",""4"":""gitbook-verified-for-class""}",[],"[""skill"",[""key"",""archer-43""],[""name"",""Sight Blockade""],[""limit"",""archer""],[""action"",""44""],[""image"",""active121""],[""desc"",""#nBlock the target's sight and#nmake the target blind.""],[""ability"",""#nLasting Time : 10#nEnergy used : 100""],[""level"",""62"",""0""],[""grade"",""11"",""0""],[""maxlevel"",""1"",""0""],[""compare"",""1"",""100""],[""compare"",""2"",""170""],[""compare"",""3"",""1800""],[""compare"",""4"",""30000""],[""type"",""active"",""use""],[""motion"",""10"",""11"",""none""],[""ridemotion"",""2"",""3"",""none""],[""battleride"",""1""],[""damagetype"",""3""],[""targetkind"",""1"",""2""],[""property"",""2"",""3"",""0"",""0"",""2"",""5""]]",bango-file,jobsystem.dat,4774
Buff Remover,2,,#nDisable all the buffs from the target.,,active122,,,#nEnergy used : 68,,,68,2300,15000,200,,,archer-44,1,"[""archer""]","[""45""]","[""63"",""0""]","[""11"",""0""]","[""1"",""0""]","[""active"",""use""]","[""2"",""3"",""0"",""0"",""9"",""5""]",[],[],"[[""compare"",""1"",""68""],[""compare"",""2"",""200""],[""compare"",""3"",""2300""],[""compare"",""4"",""15000""]]","[""68""]","[""200""]","[""2300""]","[""15000""]","{""1"":""verified-ability-text-and-gitbook"",""2"":""gitbook-verified-for-class"",""3"":""gitbook-verified-for-class"",""4"":""gitbook-verified-for-class""}",[],"[""skill"",[""key"",""archer-44""],[""name"",""Buff Remover""],[""limit"",""archer""],[""action"",""45""],[""image"",""active122""],[""desc"",""#nDisable all the buffs from the target.""],[""ability"",""#nEnergy used : 68""],[""level"",""63"",""0""],[""grade"",""11"",""0""],[""maxlevel"",""1"",""0""],[""compare"",""1"",""68""],[""compare"",""2"",""200""],[""compare"",""3"",""2300""],[""compare"",""4"",""15000""],[""type"",""active"",""use""],[""motion"",""10"",""11"",""none""],[""ridemotion"",""2"",""3"",""none""],[""battleride"",""1""],[""damagetype"",""3""],[""targetkind"",""1"",""2""],[""property"",""2"",""3"",""0"",""0"",""9"",""5""]]",bango-file,jobsystem.dat,4795
Shrewdness,1,,#nIncrease your basic Evasion Point.,,passive024,,,#nEvasion percent increase : %1!d! %%,,,,,,,,,archer-45,1,"[""archer""]","[""48""]","[""70"",""0""]","[""43"",""1""]","[""1"",""0""]","[""passive"",""etc""]","[""0"",""0"",""0"",""0"",""0"",""0"",""0""]","[[""parameter"",""1"",[""div"",""char_level"",""8""]]]","[""char_level 8 /""]",[],[],[],[],[],{},[],"[""skill"",[""key"",""archer-45""],[""name"",""Shrewdness""],[""limit"",""archer""],[""action"",""48""],[""image"",""passive024""],[""desc"",""#nIncrease your basic Evasion Point.""],[""ability"",""#nEvasion percent increase : %1!d! %%""],[""parameter"",""1"",[""div"",""char_level"",""8""]],[""level"",""70"",""0""],[""grade"",""43"",""1""],[""maxlevel"",""1"",""0""],[""type"",""passive"",""etc""],[""property"",""0"",""0"",""0"",""0"",""0"",""0"",""0""]]",bango-file,jobsystem.dat,4819
Arrow Explosion,2,,#nAttack a single target with an explosive arrow that detonates shortly after impact. #nEnemies within a certain radius around the target are#ninflicted with splashed damage upon explosion.,,active127,,,#nEnergy used : %1!d!,,,20 char_level 4 * +,1800,"[""300000"",""270000"",""240000"",""210000"",""180000"",""150000""]",weapon_range,,,archer-46,1,"[""archer""]","[""49""]","[""70"",""0""]","[""43"",""0""]","[""6"",""0""]","[""active"",""use""]","[""0"",""0"",""0"",""0"",""0"",""0"",""0""]","[[""parameter"",""1"",[""plus"",""20"",[""mul"",""char_level"",""4""]]]]","[""20 char_level 4 * +""]","[[""compare"",""1"",[""plus"",""20"",[""mul"",""char_level"",""4""]]],[""compare"",""2"",""weapon_range""],[""compare"",""3"",""1800""],[""compare"",""4"",""300000"",""270000"",""240000"",""210000"",""180000"",""150000""]]","[""20 char_level 4 * +""]","[""weapon_range""]","[""1800""]","[""300000"",""270000"",""240000"",""210000"",""180000"",""150000""]","{""1"":""verified-ability-text-and-gitbook"",""2"":""gitbook-verified-for-class"",""3"":""gitbook-verified-for-class"",""4"":""gitbook-verified-for-class""}",[],"[""skill"",[""key"",""archer-46""],[""name"",""Arrow Explosion""],[""limit"",""archer""],[""action"",""49""],[""image"",""active127""],[""desc"",""#nAttack a single target with an explosive arrow that detonates shortly after impact. #nEnemies within a certain radius around the target are#ninflicted with splashed damage upon explosion.""],[""ability"",""#nEnergy used : %1!d!""],[""parameter"",""1"",[""plus"",""20"",[""mul"",""char_level"",""4""]]],[""level"",""70"",""0""],[""grade"",""43"",""0""],[""maxlevel"",""6"",""0""],[""type"",""active"",""use""],[""compare"",""1"",[""plus"",""20"",[""mul"",""char_level"",""4""]]],[""compare"",""2"",""weapon_range""],[""compare"",""3"",""1800""],[""compare"",""4"",""300000"",""270000"",""240000"",""210000"",""180000"",""150000""],[""motion"",""16"",""13"",""none""],[""ridemotion"",""16"",""13"",""none""],[""battleride"",""1""],[""damagetype"",""1""],[""property"",""0"",""0"",""0"",""0"",""0"",""0"",""0""]]",bango-file,jobsystem.dat,4836
