ita_azon,ita_itype,ita_grade,ita_class,ita_type,ita_name,ita_lvllim,ita_rev,ita_price,ita_pic,ita_pic2,ita_3d,bango_name_id,bango_description,bango_image,bango_action_json,bango_class_json,bango_code_json,bango_country_json,bango_limit_json,bango_sell,bango_endurance,bango_specialty_json,bango_record_json,provenance,source_file,source_line
39,,G16,Archer,,DooJungPeeGap Gloves,1,,531,,,,294,,Def043,"[""2"",""1""]","[""defense"",""gauntlet""]","[""2"",""3"",""5"",""0""]","[""2""]","[""archer"",""1""]",132,4,"[""specialty"",[""defense"",""8""],[""dodge"",""1""]]","[""item"",[""name"",""294""],[""Index"",""39""],[""Image"",""Def043""],[""Action"",""2"",""1""],[""class"",""defense"",""gauntlet""],[""code"",""2"",""3"",""5"",""0""],[""country"",""2""],[""level"",""16""],[""wear"",""1""],[""limit"",""archer"",""1""],[""buy"",""531""],[""sell"",""132""],[""endurance"",""4""],[""specialty"",[""defense"",""8""],[""dodge"",""1""]]]",bango-file,inititem.dat,127
40,,G16,Archer,,DooJungPeeGap Boots,1,,1169,,,,295,,Def044,"[""2"",""1""]","[""defense"",""boots""]","[""2"",""3"",""6"",""0""]","[""2""]","[""archer"",""1""]",292,5,"[""specialty"",[""defense"",""8""],[""dodge"",""10""]]","[""item"",[""name"",""295""],[""Index"",""40""],[""Image"",""Def044""],[""Action"",""2"",""1""],[""class"",""defense"",""boots""],[""code"",""2"",""3"",""6"",""0""],[""country"",""2""],[""level"",""16""],[""wear"",""1""],[""limit"",""archer"",""1""],[""buy"",""1169""],[""sell"",""292""],[""endurance"",""5""],[""specialty"",[""defense"",""8""],[""dodge"",""10""]]]",bango-file,inititem.dat,130
41,,G16,Archer,,DooJungPeeGap Shorts,1,,637,,,,296,,Def045,"[""2"",""1""]","[""defense"",""lowerarmor""]","[""2"",""3"",""7"",""0""]","[""2""]","[""archer"",""1""]",159,7,"[""specialty"",[""defense"",""5""],[""dodge"",""12""]]","[""item"",[""name"",""296""],[""Index"",""41""],[""Image"",""Def045""],[""Action"",""2"",""1""],[""class"",""defense"",""lowerarmor""],[""code"",""2"",""3"",""7"",""0""],[""country"",""2""],[""level"",""16""],[""wear"",""1""],[""limit"",""archer"",""1""],[""buy"",""637""],[""sell"",""159""],[""endurance"",""7""],[""specialty"",[""defense"",""5""],[""dodge"",""12""]]]",bango-file,inititem.dat,133
42,,G24,Archer,,ShaeJaGap Armor,1,,6892,,,,297,,Def046,"[""3"",""1""]","[""defense"",""upperarmor""]","[""2"",""3"",""3"",""0""]","[""2""]","[""archer"",""1""]",2067,12,"[""specialty"",[""defense"",""16""],[""dodge"",""2""],[""absorb"",""1""]]","[""item"",[""name"",""297""],[""Index"",""42""],[""Image"",""Def046""],[""Action"",""3"",""1""],[""class"",""defense"",""upperarmor""],[""code"",""2"",""3"",""3"",""0""],[""country"",""2""],[""level"",""24""],[""wear"",""1""],[""limit"",""archer"",""1""],[""buy"",""6892""],[""sell"",""2067""],[""endurance"",""12""],[""specialty"",[""defense"",""16""],[""dodge"",""2""],[""absorb"",""1""]]]",bango-file,inititem.dat,136
43,,G24,Archer,,ShaeJaGap Hood,1,,3101,,,,298,,Def047,"[""3"",""1""]","[""defense"",""helmet""]","[""2"",""3"",""4"",""0""]","[""2""]","[""archer"",""1""]",930,8,"[""specialty"",[""defense"",""13""],[""dodge"",""3""]]","[""item"",[""name"",""298""],[""Index"",""43""],[""Image"",""Def047""],[""Action"",""3"",""1""],[""class"",""defense"",""helmet""],[""code"",""2"",""3"",""4"",""0""],[""country"",""2""],[""level"",""24""],[""wear"",""1""],[""limit"",""archer"",""1""],[""buy"",""3101""],[""sell"",""930""],[""endurance"",""8""],[""specialty"",[""defense"",""13""],[""dodge"",""3""]]]",bango-file,inititem.dat,139
44,,G24,Archer,,ShaeJaGap Gloves,1,,1723,,,,299,,Def048,"[""3"",""1""]","[""defense"",""gauntlet""]","[""2"",""3"",""5"",""0""]","[""2""]","[""archer"",""1""]",516,6,"[""specialty"",[""defense"",""11""],[""dodge"",""2""]]","[""item"",[""name"",""299""],[""Index"",""44""],[""Image"",""Def048""],[""Action"",""3"",""1""],[""class"",""defense"",""gauntlet""],[""code"",""2"",""3"",""5"",""0""],[""country"",""2""],[""level"",""24""],[""wear"",""1""],[""limit"",""archer"",""1""],[""buy"",""1723""],[""sell"",""516""],[""endurance"",""6""],[""specialty"",[""defense"",""11""],[""dodge"",""2""]]]",bango-file,inititem.dat,142
45,,G24,Archer,,ShaeJaGap Boots,1,,3790,,,,300,,Def049,"[""3"",""1""]","[""defense"",""boots""]","[""2"",""3"",""6"",""0""]","[""2""]","[""archer"",""1""]",1137,8,"[""specialty"",[""defense"",""11""],[""dodge"",""13""]]","[""item"",[""name"",""300""],[""Index"",""45""],[""Image"",""Def049""],[""Action"",""3"",""1""],[""class"",""defense"",""boots""],[""code"",""2"",""3"",""6"",""0""],[""country"",""2""],[""level"",""24""],[""wear"",""1""],[""limit"",""archer"",""1""],[""buy"",""3790""],[""sell"",""1137""],[""endurance"",""8""],[""specialty"",[""defense"",""11""],[""dodge"",""13""]]]",bango-file,inititem.dat,145
46,,G24,Archer,,ShaeJaGap Shorts,1,,2067,,,,301,,Def050,"[""3"",""1""]","[""defense"",""lowerarmor""]","[""2"",""3"",""7"",""0""]","[""2""]","[""archer"",""1""]",620,10,"[""specialty"",[""defense"",""9""],[""dodge"",""15""]]","[""item"",[""name"",""301""],[""Index"",""46""],[""Image"",""Def050""],[""Action"",""3"",""1""],[""class"",""defense"",""lowerarmor""],[""code"",""2"",""3"",""7"",""0""],[""country"",""2""],[""level"",""24""],[""wear"",""1""],[""limit"",""archer"",""1""],[""buy"",""2067""],[""sell"",""620""],[""endurance"",""10""],[""specialty"",[""defense"",""9""],[""dodge"",""15""]]]",bango-file,inititem.dat,148
47,,,,,Small Medicine,,,20,,,,302,Recovers Health point by 100,item002,[],"[""general"",""refresh""]","[""4"",""8"",""0"",""0""]","[""2""]",[],4,,"[""specialty"",[""refresh"",""hp"",""100""]]","[""item"",[""name"",""302""],[""Index"",""47""],[""Image"",""item002""],[""desc"",""1""],[""class"",""general"",""refresh""],[""code"",""4"",""8"",""0"",""0""],[""country"",""2""],[""use"",""1""],[""plural"",""1""],[""cooltime"",""1300""],[""buy"",""20""],[""sell"",""4""],[""effect"",""1""],[""specialty"",[""refresh"",""hp"",""100""]]]",bango-file,inititem.dat,153
48,,,,,Medium Medicine,,,70,,,,303,Recovers Health point by 300,item095,[],"[""general"",""refresh""]","[""4"",""8"",""0"",""0""]","[""2""]",[],14,,"[""specialty"",[""refresh"",""hp"",""300""]]","[""item"",[""name"",""303""],[""Index"",""48""],[""Image"",""item095""],[""desc"",""2""],[""class"",""general"",""refresh""],[""code"",""4"",""8"",""0"",""0""],[""country"",""2""],[""use"",""1""],[""plural"",""1""],[""cooltime"",""1300""],[""buy"",""70""],[""sell"",""14""],[""effect"",""1""],[""specialty"",[""refresh"",""hp"",""300""]]]",bango-file,inititem.dat,156
49,,G32,Knight,,Steel Armor,1,,28629,,,,304,,Def016,"[""4"",""1""]","[""defense"",""upperarmor""]","[""2"",""3"",""3"",""0""]","[""2""]","[""Knight"",""1""]",10020,15,"[""specialty"",[""defense"",""27""],[""dodge"",""5""],[""absorb"",""3""]]","[""item"",[""name"",""304""],[""Index"",""49""],[""Image"",""Def016""],[""Action"",""4"",""1""],[""class"",""defense"",""upperarmor""],[""code"",""2"",""3"",""3"",""0""],[""country"",""2""],[""level"",""32""],[""wear"",""1""],[""limit"",""Knight"",""1""],[""buy"",""28629""],[""sell"",""10020""],[""endurance"",""15""],[""specialty"",[""defense"",""27""],[""dodge"",""5""],[""absorb"",""3""]]]",bango-file,inititem.dat,161
50,,G32,Knight,,Steel Armor Helmet,1,,12883,,,,305,,Def017,"[""4"",""1""]","[""defense"",""helmet""]","[""2"",""3"",""4"",""0""]","[""2""]","[""Knight"",""1""]",4509,11,"[""specialty"",[""defense"",""22""],[""dodge"",""5""],[""absorb"",""1""]]","[""item"",[""name"",""305""],[""Index"",""50""],[""Image"",""Def017""],[""Action"",""4"",""1""],[""class"",""defense"",""helmet""],[""code"",""2"",""3"",""4"",""0""],[""country"",""2""],[""level"",""32""],[""wear"",""1""],[""limit"",""Knight"",""1""],[""buy"",""12883""],[""sell"",""4509""],[""endurance"",""11""],[""specialty"",[""defense"",""22""],[""dodge"",""5""],[""absorb"",""1""]]]",bango-file,inititem.dat,164
51,,G32,Knight,,Steel Armor Gloves,1,,7157,,,,306,,Def018,"[""4"",""1""]","[""defense"",""gauntlet""]","[""2"",""3"",""5"",""0""]","[""2""]","[""Knight"",""1""]",2504,9,"[""specialty"",[""defense"",""21""],[""dodge"",""3""]]","[""item"",[""name"",""306""],[""Index"",""51""],[""Image"",""Def018""],[""Action"",""4"",""1""],[""class"",""defense"",""gauntlet""],[""code"",""2"",""3"",""5"",""0""],[""country"",""2""],[""level"",""32""],[""wear"",""1""],[""limit"",""Knight"",""1""],[""buy"",""7157""],[""sell"",""2504""],[""endurance"",""9""],[""specialty"",[""defense"",""21""],[""dodge"",""3""]]]",bango-file,inititem.dat,167
52,,G32,Knight,,Steel Armor Boots,1,,15745,,,,307,,Def019,"[""4"",""1""]","[""defense"",""boots""]","[""2"",""3"",""6"",""0""]","[""2""]","[""Knight"",""1""]",5510,11,"[""specialty"",[""defense"",""18""],[""dodge"",""13""],[""absorb"",""2""]]","[""item"",[""name"",""307""],[""Index"",""52""],[""Image"",""Def019""],[""Action"",""4"",""1""],[""class"",""defense"",""boots""],[""code"",""2"",""3"",""6"",""0""],[""country"",""2""],[""level"",""32""],[""wear"",""1""],[""limit"",""Knight"",""1""],[""buy"",""15745""],[""sell"",""5510""],[""endurance"",""11""],[""specialty"",[""defense"",""18""],[""dodge"",""13""],[""absorb"",""2""]]]",bango-file,inititem.dat,170
53,,G32,Knight,,Steel Armor Shorts,1,,8588,,,,308,,Def020,"[""4"",""1""]","[""defense"",""lowerarmor""]","[""2"",""3"",""7"",""0""]","[""2""]","[""Knight"",""1""]",3005,13,"[""specialty"",[""defense"",""17""],[""dodge"",""14""]]","[""item"",[""name"",""308""],[""Index"",""53""],[""Image"",""Def020""],[""Action"",""4"",""1""],[""class"",""defense"",""lowerarmor""],[""code"",""2"",""3"",""7"",""0""],[""country"",""2""],[""level"",""32""],[""wear"",""1""],[""limit"",""Knight"",""1""],[""buy"",""8588""],[""sell"",""3005""],[""endurance"",""13""],[""specialty"",[""defense"",""17""],[""dodge"",""14""]]]",bango-file,inititem.dat,173
54,,G32,Archer,,Intensified ShaeJaGap Armor,1,,28629,,,,309,,Def051,"[""4"",""1""]","[""defense"",""upperarmor""]","[""2"",""3"",""3"",""0""]","[""2""]","[""archer"",""1""]",10020,15,"[""specialty"",[""defense"",""24""],[""dodge"",""3""],[""absorb"",""1""]]","[""item"",[""name"",""309""],[""Index"",""54""],[""Image"",""Def051""],[""Action"",""4"",""1""],[""class"",""defense"",""upperarmor""],[""code"",""2"",""3"",""3"",""0""],[""country"",""2""],[""level"",""32""],[""wear"",""1""],[""limit"",""archer"",""1""],[""buy"",""28629""],[""sell"",""10020""],[""endurance"",""15""],[""specialty"",[""defense"",""24""],[""dodge"",""3""],[""absorb"",""1""]]]",bango-file,inititem.dat,176
55,,G32,Archer,,Intensified ShaeJaGap Hood,1,,12883,,,,310,,Def052,"[""4"",""1""]","[""defense"",""helmet""]","[""2"",""3"",""4"",""0""]","[""2""]","[""archer"",""1""]",4509,11,"[""specialty"",[""defense"",""19""],[""dodge"",""3""]]","[""item"",[""name"",""310""],[""Index"",""55""],[""Image"",""Def052""],[""Action"",""4"",""1""],[""class"",""defense"",""helmet""],[""code"",""2"",""3"",""4"",""0""],[""country"",""2""],[""level"",""32""],[""wear"",""1""],[""limit"",""archer"",""1""],[""buy"",""12883""],[""sell"",""4509""],[""endurance"",""11""],[""specialty"",[""defense"",""19""],[""dodge"",""3""]]]",bango-file,inititem.dat,179
56,,G32,Archer,,Intensified ShaeJaGap Gloves,1,,7157,,,,311,,Def053,"[""4"",""1""]","[""defense"",""gauntlet""]","[""2"",""3"",""5"",""0""]","[""2""]","[""archer"",""1""]",2504,9,"[""specialty"",[""defense"",""15""],[""dodge"",""2""]]","[""item"",[""name"",""311""],[""Index"",""56""],[""Image"",""Def053""],[""Action"",""4"",""1""],[""class"",""defense"",""gauntlet""],[""code"",""2"",""3"",""5"",""0""],[""country"",""2""],[""level"",""32""],[""wear"",""1""],[""limit"",""archer"",""1""],[""buy"",""7157""],[""sell"",""2504""],[""endurance"",""9""],[""specialty"",[""defense"",""15""],[""dodge"",""2""]]]",bango-file,inititem.dat,182
57,,G32,Archer,,Intensified ShaeJaGap Boots,1,,15745,,,,312,,Def054,"[""4"",""1""]","[""defense"",""boots""]","[""2"",""3"",""6"",""0""]","[""2""]","[""archer"",""1""]",5510,11,"[""specialty"",[""defense"",""15""],[""dodge"",""18""]]","[""item"",[""name"",""312""],[""Index"",""57""],[""Image"",""Def054""],[""Action"",""4"",""1""],[""class"",""defense"",""boots""],[""code"",""2"",""3"",""6"",""0""],[""country"",""2""],[""level"",""32""],[""wear"",""1""],[""limit"",""archer"",""1""],[""buy"",""15745""],[""sell"",""5510""],[""endurance"",""11""],[""specialty"",[""defense"",""15""],[""dodge"",""18""]]]",bango-file,inititem.dat,185
58,,G32,Archer,,Intensified ShaeJaGap Shorts,1,,8588,,,,313,,Def055,"[""4"",""1""]","[""defense"",""lowerarmor""]","[""2"",""3"",""7"",""0""]","[""2""]","[""archer"",""1""]",3005,13,"[""specialty"",[""defense"",""12""],[""dodge"",""19""]]","[""item"",[""name"",""313""],[""Index"",""58""],[""Image"",""Def055""],[""Action"",""4"",""1""],[""class"",""defense"",""lowerarmor""],[""code"",""2"",""3"",""7"",""0""],[""country"",""2""],[""level"",""32""],[""wear"",""1""],[""limit"",""archer"",""1""],[""buy"",""8588""],[""sell"",""3005""],[""endurance"",""13""],[""specialty"",[""defense"",""12""],[""dodge"",""19""]]]",bango-file,inititem.dat,188
59,,G21,Knight,,Steel Sword,1,,10826,,,,314,,wea029,"[""3"",""3""]","[""weapon"",""sword""]","[""1"",""1"",""1"",""1""]","[""2""]","[""Knight"",""1""]",2706,9,"[""specialty"",[""aspeed"",""700""],[""Attack"",""51"",""75""],[""hit"",""33""]]","[""item"",[""name"",""314""],[""Index"",""59""],[""Image"",""wea029""],[""Action"",""3"",""3""],[""class"",""weapon"",""sword""],[""code"",""1"",""1"",""1"",""1""],[""country"",""2""],[""level"",""21""],[""wear"",""1""],[""limit"",""Knight"",""1""],[""range"",""24""],[""buy"",""10826""],[""sell"",""2706""],[""endurance"",""9""],[""specialty"",[""aspeed"",""700""],[""Attack"",""51"",""75""],[""hit"",""33""]]]",bango-file,inititem.dat,193
60,,G29,Knight,,JuckAh Big Steel Sword,1,,27120,,,,315,,Wea030,"[""4"",""2""]","[""weapon"",""sword""]","[""1"",""1"",""1"",""1""]","[""2""]","[""Knight"",""1""]",6780,24,"[""specialty"",[""aspeed"",""700""],[""Attack"",""63"",""94""],[""hit"",""43""]]","[""item"",[""name"",""315""],[""Index"",""60""],[""Image"",""Wea030""],[""Action"",""4"",""2""],[""class"",""weapon"",""sword""],[""code"",""1"",""1"",""1"",""1""],[""country"",""2""],[""level"",""29""],[""wear"",""1""],[""limit"",""Knight"",""1""],[""range"",""24""],[""buy"",""27120""],[""sell"",""6780""],[""endurance"",""24""],[""specialty"",[""aspeed"",""700""],[""Attack"",""63"",""94""],[""hit"",""43""]]]",bango-file,inititem.dat,196
61,,G33,Knight,,Big Steel Sword with Pattern of Leaf,1,,39560,,,,316,,Wea031,"[""4"",""3""]","[""weapon"",""sword""]","[""1"",""1"",""1"",""1""]","[""2""]","[""Knight"",""1""]",9890,30,"[""specialty"",[""aspeed"",""700""],[""Attack"",""72"",""96""],[""hit"",""48""]]","[""item"",[""name"",""316""],[""Index"",""61""],[""Image"",""Wea031""],[""Action"",""4"",""3""],[""class"",""weapon"",""sword""],[""code"",""1"",""1"",""1"",""1""],[""country"",""2""],[""level"",""33""],[""wear"",""1""],[""limit"",""Knight"",""1""],[""range"",""24""],[""buy"",""39560""],[""sell"",""9890""],[""endurance"",""30""],[""specialty"",[""aspeed"",""700""],[""Attack"",""72"",""96""],[""hit"",""48""]]]",bango-file,inititem.dat,199
62,,G21,Archer,,SooWoo YeonGak Bow,1,,10826,,,,317,,wea032,"[""3"",""3""]","[""weapon"",""bow""]","[""1"",""2"",""2"",""2""]","[""2""]","[""archer"",""1""]",2706,9,"[""specialty"",[""aspeed"",""800""],[""Attack"",""41"",""59""],[""hit"",""32""]]","[""item"",[""name"",""317""],[""Index"",""62""],[""Image"",""wea032""],[""Action"",""3"",""3""],[""class"",""weapon"",""bow""],[""code"",""1"",""2"",""2"",""2""],[""country"",""2""],[""level"",""21""],[""wear"",""1""],[""limit"",""archer"",""1""],[""range"",""168""],[""buy"",""10826""],[""sell"",""2706""],[""endurance"",""9""],[""specialty"",[""aspeed"",""800""],[""Attack"",""41"",""59""],[""hit"",""32""]]]",bango-file,inititem.dat,202
63,,G29,Archer,,SooWoo GangGak Bow,1,,27120,,,,318,,Wea033,"[""4"",""2""]","[""weapon"",""bow""]","[""1"",""2"",""2"",""2""]","[""2""]","[""archer"",""1""]",6780,24,"[""specialty"",[""aspeed"",""800""],[""Attack"",""51"",""74""],[""hit"",""40""]]","[""item"",[""name"",""318""],[""Index"",""63""],[""Image"",""Wea033""],[""Action"",""4"",""2""],[""class"",""weapon"",""bow""],[""code"",""1"",""2"",""2"",""2""],[""country"",""2""],[""level"",""29""],[""wear"",""1""],[""limit"",""archer"",""1""],[""range"",""176""],[""buy"",""27120""],[""sell"",""6780""],[""endurance"",""24""],[""specialty"",[""aspeed"",""800""],[""Attack"",""51"",""74""],[""hit"",""40""]]]",bango-file,inititem.dat,205
64,,G33,Archer,,TaeWoon GangGak Bow,1,,39560,,,,319,,Wea034,"[""4"",""3""]","[""weapon"",""bow""]","[""1"",""2"",""2"",""2""]","[""2""]","[""archer"",""1""]",9890,30,"[""specialty"",[""aspeed"",""800""],[""Attack"",""60"",""83""],[""hit"",""44""]]","[""item"",[""name"",""319""],[""Index"",""64""],[""Image"",""Wea034""],[""Action"",""4"",""3""],[""class"",""weapon"",""bow""],[""code"",""1"",""2"",""2"",""2""],[""country"",""2""],[""level"",""33""],[""wear"",""1""],[""limit"",""archer"",""1""],[""range"",""176""],[""buy"",""39560""],[""sell"",""9890""],[""endurance"",""30""],[""specialty"",[""aspeed"",""800""],[""Attack"",""60"",""83""],[""hit"",""44""]]]",bango-file,inititem.dat,208
65,,G17,Knight,,Forged Small Iron Shield,1,,300,,,,320,,Def111,"[""1"",""2""]","[""defense"",""shield""]","[""2"",""3"",""8"",""0""]","[""2""]","[""Knight"",""1""]",75,6,"[""specialty"",[""dodge"",""3""]]","[""item"",[""name"",""320""],[""Index"",""65""],[""Image"",""Def111""],[""Action"",""1"",""2""],[""class"",""defense"",""shield""],[""code"",""2"",""3"",""8"",""0""],[""country"",""2""],[""level"",""17""],[""wear"",""1""],[""limit"",""Knight"",""1""],[""buy"",""300""],[""sell"",""75""],[""endurance"",""6""],[""specialty"",[""dodge"",""3""]]]",bango-file,inititem.dat,211
66,,G30,Knight,,Forged Medium Iron Shield,1,,1413,,,,321,,Def112,"[""2"",""2""]","[""defense"",""shield""]","[""2"",""3"",""8"",""0""]","[""2""]","[""Knight"",""1""]",353,10,"[""specialty"",[""dodge"",""7""]]","[""item"",[""name"",""321""],[""Index"",""66""],[""Image"",""Def112""],[""Action"",""2"",""2""],[""class"",""defense"",""shield""],[""code"",""2"",""3"",""8"",""0""],[""country"",""2""],[""level"",""30""],[""wear"",""1""],[""limit"",""Knight"",""1""],[""buy"",""1413""],[""sell"",""353""],[""endurance"",""10""],[""specialty"",[""dodge"",""7""]]]",bango-file,inititem.dat,214
67,,G35,Knight,,Casted Mediuml Iron Shield,1,,2306,,,,322,,Def113,"[""2"",""3""]","[""defense"",""shield""]","[""2"",""3"",""8"",""0""]","[""2""]","[""Knight"",""1""]",576,10,"[""specialty"",[""dodge"",""8""]]","[""item"",[""name"",""322""],[""Index"",""67""],[""Image"",""Def113""],[""Action"",""2"",""3""],[""class"",""defense"",""shield""],[""code"",""2"",""3"",""8"",""0""],[""country"",""2""],[""level"",""35""],[""wear"",""1""],[""limit"",""Knight"",""1""],[""buy"",""2306""],[""sell"",""576""],[""endurance"",""10""],[""specialty"",[""dodge"",""8""]]]",bango-file,inititem.dat,217
68,,G53,Knight,,Forged Medium Steel Shield,1,,0,,,,323,,Def114,"[""3"",""2""]","[""defense"",""shield""]","[""2"",""3"",""8"",""0""]","[""2""]","[""Knight"",""1""]",0,15,"[""specialty"",[""dodge"",""11""]]","[""item"",[""name"",""323""],[""Index"",""68""],[""Image"",""Def114""],[""Action"",""3"",""2""],[""class"",""defense"",""shield""],[""code"",""2"",""3"",""8"",""0""],[""country"",""2""],[""level"",""53""],[""wear"",""1""],[""limit"",""Knight"",""1""],[""buy"",""0""],[""sell"",""0""],[""endurance"",""15""],[""specialty"",[""dodge"",""11""]]]",bango-file,inititem.dat,220
69,,G56,Knight,,Casted Medium Steel Shield,1,,0,,,,324,,Def115,"[""3"",""3""]","[""defense"",""shield""]","[""2"",""3"",""8"",""0""]","[""2""]","[""Knight"",""1""]",0,15,"[""specialty"",[""dodge"",""12""]]","[""item"",[""name"",""324""],[""Index"",""69""],[""Image"",""Def115""],[""Action"",""3"",""3""],[""class"",""defense"",""shield""],[""code"",""2"",""3"",""8"",""0""],[""country"",""2""],[""level"",""56""],[""wear"",""1""],[""limit"",""Knight"",""1""],[""buy"",""0""],[""sell"",""0""],[""endurance"",""15""],[""specialty"",[""dodge"",""12""]]]",bango-file,inititem.dat,223
70,,G08,Mage,,MyungJoo HakChangEau Clothes,1,,200,,,,325,,Def071,"[""1"",""1""]","[""defense"",""upperarmor""]","[""2"",""3"",""3"",""0""]","[""2""]","[""mage"",""1""]",50,5,"[""specialty"",[""defense"",""7""],[""dodge"",""3""]]","[""item"",[""name"",""325""],[""Index"",""70""],[""Image"",""Def071""],[""Action"",""1"",""1""],[""class"",""defense"",""upperarmor""],[""code"",""2"",""3"",""3"",""0""],[""country"",""2""],[""level"",""8""],[""wear"",""1""],[""limit"",""mage"",""1""],[""buy"",""200""],[""sell"",""50""],[""endurance"",""5""],[""specialty"",[""defense"",""7""],[""dodge"",""3""]]]",bango-file,inititem.dat,228
71,,G08,Mage,,MyungJoo HakChangEau Hair Decoration,1,,90,,,,326,,Def072,"[""1"",""1""]","[""defense"",""helmet""]","[""2"",""3"",""4"",""0""]","[""2""]","[""mage"",""1""]",22,3,"[""specialty"",[""defense"",""5""],[""dodge"",""4""]]","[""item"",[""name"",""326""],[""Index"",""71""],[""Image"",""Def072""],[""Action"",""1"",""1""],[""class"",""defense"",""helmet""],[""code"",""2"",""3"",""4"",""0""],[""country"",""2""],[""level"",""8""],[""wear"",""1""],[""limit"",""mage"",""1""],[""buy"",""90""],[""sell"",""22""],[""endurance"",""3""],[""specialty"",[""defense"",""5""],[""dodge"",""4""]]]",bango-file,inititem.dat,231
