drp_azon,drp_group1,drp_group2,drp_chance1,drp_chance2,drp_item,drp_monst,drp_rev,bango_item_name,bango_monster_name,bango_value,bango_flag,provenance,source_file,source_line
285,,,,,295,12,,Talisman of Intensification,Demon Infantry,1,n,bango-file,droplist.dat,298
286,,,,,299,12,,Talisman of Wonder,Demon Infantry,1,n,bango-file,droplist.dat,299
287,,,,,302,12,,Talisman of Intensification,Demon Infantry,1,n,bango-file,droplist.dat,300
288,,,,,303,12,,Talisman of Intensification,Demon Infantry,1,n,bango-file,droplist.dat,301
289,,,,,307,12,,Talisman of Wonder,Demon Infantry,1,n,bango-file,droplist.dat,302
290,,,,,310,12,,Talisman of Intensification,Demon Infantry,1,n,bango-file,droplist.dat,303
291,,,,,311,12,,Talisman of Intensification,Demon Infantry,1,n,bango-file,droplist.dat,304
292,,,,,315,12,,Talisman of Intensification,Demon Infantry,1,n,bango-file,droplist.dat,305
293,,,,,317,12,,Talisman of Intensification,Demon Infantry,1,n,bango-file,droplist.dat,306
294,,,,,319,12,,Talisman of Protection,Demon Infantry,1,n,bango-file,droplist.dat,307
295,,,,,320,12,,Talisman of Protection,Demon Infantry,1,n,bango-file,droplist.dat,308
296,,,,,321,12,,Talisman of Protection,Demon Infantry,1,n,bango-file,droplist.dat,309
297,,,,,205,12,,Trinket,Demon Infantry,1,n,bango-file,droplist.dat,310
298,,,,,446,12,,Sea Bream with Blood,Demon Infantry,1,n,bango-file,droplist.dat,311
299,,,,,400,12,,Potato,Demon Infantry,1,n,bango-file,droplist.dat,312
300,,,,,415,12,,Medium Water of Geum-Oh Mountain,Demon Infantry,1,n,bango-file,droplist.dat,313
301,,,,,401,12,,Big Potato,Demon Infantry,1,n,bango-file,droplist.dat,314
302,,,,,416,12,,Large Water of Geum-Oh Mountain,Demon Infantry,1,n,bango-file,droplist.dat,315
303,,,,,402,12,,Cooked Potato,Demon Infantry,1,n,bango-file,droplist.dat,316
304,,,,,417,12,,Best Water of Geum-Oh Mountain,Demon Infantry,1,n,bango-file,droplist.dat,317
305,,,,,157,12,,Joo-Nong's Gold,Demon Infantry,1,q,bango-file,droplist.dat,318
306,,,,,31,13,,Zamogeon,Demon Throwing Soldier,20,n,bango-file,droplist.dat,320
307,,,,,175,13,,Demon Throwing Soldier's Head,Demon Throwing Soldier,1,n,bango-file,droplist.dat,321
308,,,,,1408,13,,Iron Red-blood dagger,Demon Throwing Soldier,1,n,bango-file,droplist.dat,322
309,,,,,443,13,,Demon's blood,Demon Throwing Soldier,1,n,bango-file,droplist.dat,323
310,,,,,26,13,,YeonHwang Bow,Demon Throwing Soldier,1,n,bango-file,droplist.dat,324
311,,,,,47,13,,Small Medicine,Demon Throwing Soldier,1,n,bango-file,droplist.dat,325
312,,,,,37,13,,DooJungPeeGap Armor,Demon Throwing Soldier,1,n,bango-file,droplist.dat,326
313,,,,,38,13,,DooJungPeeGap Hood,Demon Throwing Soldier,1,n,bango-file,droplist.dat,327
314,,,,,39,13,,DooJungPeeGap Gloves,Demon Throwing Soldier,1,n,bango-file,droplist.dat,328
315,,,,,40,13,,DooJungPeeGap Boots,Demon Throwing Soldier,1,n,bango-file,droplist.dat,329
316,,,,,41,13,,DooJungPeeGap Shorts,Demon Throwing Soldier,1,n,bango-file,droplist.dat,330
317,,,,,31,13,,Zamogeon,Demon Throwing Soldier,21,n,bango-file,droplist.dat,331
318,,,,,31,13,,Zamogeon,Demon Throwing Soldier,22,n,bango-file,droplist.dat,332
319,,,,,62,13,,SooWoo YeonGak Bow,Demon Throwing Soldier,1,n,bango-file,droplist.dat,333
320,,,,,42,13,,ShaeJaGap Armor,Demon Throwing Soldier,1,n,bango-file,droplist.dat,334
321,,,,,43,13,,ShaeJaGap Hood,Demon Throwing Soldier,1,n,bango-file,droplist.dat,335
322,,,,,275,13,,Talisman of Wonder,Demon Throwing Soldier,1,n,bango-file,droplist.dat,336
323,,,,,278,13,,Talisman of Intensification,Demon Throwing Soldier,1,n,bango-file,droplist.dat,337
324,,,,,279,13,,Talisman of Intensification,Demon Throwing Soldier,1,n,bango-file,droplist.dat,338
325,,,,,283,13,,Talisman of Wonder,Demon Throwing Soldier,1,n,bango-file,droplist.dat,339
326,,,,,286,13,,Talisman of Intensification,Demon Throwing Soldier,1,n,bango-file,droplist.dat,340
327,,,,,287,13,,Talisman of Intensification,Demon Throwing Soldier,1,n,bango-file,droplist.dat,341
328,,,,,291,13,,Talisman of Wonder,Demon Throwing Soldier,1,n,bango-file,droplist.dat,342
329,,,,,294,13,,Talisman of Intensification,Demon Throwing Soldier,1,n,bango-file,droplist.dat,343
330,,,,,295,13,,Talisman of Intensification,Demon Throwing Soldier,1,n,bango-file,droplist.dat,344
331,,,,,299,13,,Talisman of Wonder,Demon Throwing Soldier,1,n,bango-file,droplist.dat,345
332,,,,,302,13,,Talisman of Intensification,Demon Throwing Soldier,1,n,bango-file,droplist.dat,346
333,,,,,303,13,,Talisman of Intensification,Demon Throwing Soldier,1,n,bango-file,droplist.dat,347
334,,,,,307,13,,Talisman of Wonder,Demon Throwing Soldier,1,n,bango-file,droplist.dat,348
335,,,,,310,13,,Talisman of Intensification,Demon Throwing Soldier,1,n,bango-file,droplist.dat,349
336,,,,,311,13,,Talisman of Intensification,Demon Throwing Soldier,1,n,bango-file,droplist.dat,350
337,,,,,315,13,,Talisman of Intensification,Demon Throwing Soldier,1,n,bango-file,droplist.dat,351
338,,,,,317,13,,Talisman of Intensification,Demon Throwing Soldier,1,n,bango-file,droplist.dat,352
339,,,,,319,13,,Talisman of Protection,Demon Throwing Soldier,1,n,bango-file,droplist.dat,353
340,,,,,320,13,,Talisman of Protection,Demon Throwing Soldier,1,n,bango-file,droplist.dat,354
341,,,,,321,13,,Talisman of Protection,Demon Throwing Soldier,1,n,bango-file,droplist.dat,355
342,,,,,205,13,,Trinket,Demon Throwing Soldier,1,n,bango-file,droplist.dat,356
343,,,,,446,13,,Sea Bream with Blood,Demon Throwing Soldier,1,n,bango-file,droplist.dat,357
344,,,,,400,13,,Potato,Demon Throwing Soldier,1,n,bango-file,droplist.dat,358
345,,,,,415,13,,Medium Water of Geum-Oh Mountain,Demon Throwing Soldier,1,n,bango-file,droplist.dat,359
346,,,,,401,13,,Big Potato,Demon Throwing Soldier,1,n,bango-file,droplist.dat,360
347,,,,,416,13,,Large Water of Geum-Oh Mountain,Demon Throwing Soldier,1,n,bango-file,droplist.dat,361
348,,,,,402,13,,Cooked Potato,Demon Throwing Soldier,1,n,bango-file,droplist.dat,362
349,,,,,417,13,,Best Water of Geum-Oh Mountain,Demon Throwing Soldier,1,n,bango-file,droplist.dat,363
350,,,,,159,13,,Piece of Bamboo Pole,Demon Throwing Soldier,1,q,bango-file,droplist.dat,364
351,,,,,31,14,,Zamogeon,Wild Demon Soldier,22,n,bango-file,droplist.dat,366
352,,,,,176,14,,Wild Demon Soldier's Head,Wild Demon Soldier,1,n,bango-file,droplist.dat,367
353,,,,,443,14,,Demon's blood,Wild Demon Soldier,1,n,bango-file,droplist.dat,368
354,,,,,1408,14,,Iron Red-blood dagger,Wild Demon Soldier,1,n,bango-file,droplist.dat,369
355,,,,,94,14,,Iron JuckMo Stick,Wild Demon Soldier,1,n,bango-file,droplist.dat,370
356,,,,,47,14,,Small Medicine,Wild Demon Soldier,1,n,bango-file,droplist.dat,371
357,,,,,48,14,,Medium Medicine,Wild Demon Soldier,1,n,bango-file,droplist.dat,372
358,,,,,75,14,,BeeDan HakChangEau Clothes,Wild Demon Soldier,1,n,bango-file,droplist.dat,373
359,,,,,76,14,,BeeDan HakChangEau Hair Decoration,Wild Demon Soldier,1,n,bango-file,droplist.dat,374
360,,,,,77,14,,BeeDan HakChangEau Gloves,Wild Demon Soldier,1,n,bango-file,droplist.dat,375
361,,,,,78,14,,BeeDan HakChangEau Boots,Wild Demon Soldier,1,n,bango-file,droplist.dat,376
362,,,,,79,14,,BeeDan HakChangEau Shorts,Wild Demon Soldier,1,n,bango-file,droplist.dat,377
363,,,,,31,14,,Zamogeon,Wild Demon Soldier,23,n,bango-file,droplist.dat,378
364,,,,,31,14,,Zamogeon,Wild Demon Soldier,25,n,bango-file,droplist.dat,379
365,,,,,95,14,,BangChooHyung Iron Stick,Wild Demon Soldier,1,n,bango-file,droplist.dat,380
366,,,,,80,14,,MyungJoo SoChangEau Clothes,Wild Demon Soldier,1,n,bango-file,droplist.dat,381
367,,,,,81,14,,MyungJoo SoChangEau Hair Decoration,Wild Demon Soldier,1,n,bango-file,droplist.dat,382
368,,,,,275,14,,Talisman of Wonder,Wild Demon Soldier,1,n,bango-file,droplist.dat,383
369,,,,,278,14,,Talisman of Intensification,Wild Demon Soldier,1,n,bango-file,droplist.dat,384
370,,,,,279,14,,Talisman of Intensification,Wild Demon Soldier,1,n,bango-file,droplist.dat,385
371,,,,,283,14,,Talisman of Wonder,Wild Demon Soldier,1,n,bango-file,droplist.dat,386
372,,,,,286,14,,Talisman of Intensification,Wild Demon Soldier,1,n,bango-file,droplist.dat,387
373,,,,,287,14,,Talisman of Intensification,Wild Demon Soldier,1,n,bango-file,droplist.dat,388
374,,,,,291,14,,Talisman of Wonder,Wild Demon Soldier,1,n,bango-file,droplist.dat,389
375,,,,,294,14,,Talisman of Intensification,Wild Demon Soldier,1,n,bango-file,droplist.dat,390
376,,,,,295,14,,Talisman of Intensification,Wild Demon Soldier,1,n,bango-file,droplist.dat,391
377,,,,,299,14,,Talisman of Wonder,Wild Demon Soldier,1,n,bango-file,droplist.dat,392
378,,,,,302,14,,Talisman of Intensification,Wild Demon Soldier,1,n,bango-file,droplist.dat,393
379,,,,,303,14,,Talisman of Intensification,Wild Demon Soldier,1,n,bango-file,droplist.dat,394
380,,,,,307,14,,Talisman of Wonder,Wild Demon Soldier,1,n,bango-file,droplist.dat,395
381,,,,,310,14,,Talisman of Intensification,Wild Demon Soldier,1,n,bango-file,droplist.dat,396
382,,,,,311,14,,Talisman of Intensification,Wild Demon Soldier,1,n,bango-file,droplist.dat,397
383,,,,,315,14,,Talisman of Intensification,Wild Demon Soldier,1,n,bango-file,droplist.dat,398
384,,,,,317,14,,Talisman of Intensification,Wild Demon Soldier,1,n,bango-file,droplist.dat,399
385,,,,,319,14,,Talisman of Protection,Wild Demon Soldier,1,n,bango-file,droplist.dat,400
386,,,,,320,14,,Talisman of Protection,Wild Demon Soldier,1,n,bango-file,droplist.dat,401
387,,,,,321,14,,Talisman of Protection,Wild Demon Soldier,1,n,bango-file,droplist.dat,402
388,,,,,205,14,,Trinket,Wild Demon Soldier,1,n,bango-file,droplist.dat,403
389,,,,,446,14,,Sea Bream with Blood,Wild Demon Soldier,1,n,bango-file,droplist.dat,404
390,,,,,400,14,,Potato,Wild Demon Soldier,1,n,bango-file,droplist.dat,405
391,,,,,415,14,,Medium Water of Geum-Oh Mountain,Wild Demon Soldier,1,n,bango-file,droplist.dat,406
392,,,,,401,14,,Big Potato,Wild Demon Soldier,1,n,bango-file,droplist.dat,407
393,,,,,416,14,,Large Water of Geum-Oh Mountain,Wild Demon Soldier,1,n,bango-file,droplist.dat,408
394,,,,,402,14,,Cooked Potato,Wild Demon Soldier,1,n,bango-file,droplist.dat,409
395,,,,,417,14,,Best Water of Geum-Oh Mountain,Wild Demon Soldier,1,n,bango-file,droplist.dat,410
396,,,,,160,14,,Statue,Wild Demon Soldier,1,q,bango-file,droplist.dat,411
397,,,,,31,15,,Zamogeon,Demon Shock Trooper,24,n,bango-file,droplist.dat,413
398,,,,,177,15,,Demon Shock Trooper's Head,Demon Shock Trooper,1,n,bango-file,droplist.dat,414
399,,,,,443,15,,Demon's blood,Demon Shock Trooper,1,n,bango-file,droplist.dat,415
400,,,,,47,15,,Small Medicine,Demon Shock Trooper,1,n,bango-file,droplist.dat,416
401,,,,,48,15,,Medium Medicine,Demon Shock Trooper,1,n,bango-file,droplist.dat,417
402,,,,,1408,15,,Iron Red-blood dagger,Demon Shock Trooper,1,n,bango-file,droplist.dat,418
403,,,,,5,15,,Iron Red-blood Sword,Demon Shock Trooper,1,n,bango-file,droplist.dat,419
404,,,,,26,15,,YeonHwang Bow,Demon Shock Trooper,1,n,bango-file,droplist.dat,420
405,,,,,94,15,,Iron JuckMo Stick,Demon Shock Trooper,1,n,bango-file,droplist.dat,421
406,,,,,31,15,,Zamogeon,Demon Shock Trooper,25,n,bango-file,droplist.dat,422
407,,,,,31,15,,Zamogeon,Demon Shock Trooper,26,n,bango-file,droplist.dat,423
408,,,,,59,15,,Steel Sword,Demon Shock Trooper,1,n,bango-file,droplist.dat,424
409,,,,,62,15,,SooWoo YeonGak Bow,Demon Shock Trooper,1,n,bango-file,droplist.dat,425
410,,,,,95,15,,BangChooHyung Iron Stick,Demon Shock Trooper,1,n,bango-file,droplist.dat,426
411,,,,,275,15,,Talisman of Wonder,Demon Shock Trooper,1,n,bango-file,droplist.dat,427
412,,,,,278,15,,Talisman of Intensification,Demon Shock Trooper,1,n,bango-file,droplist.dat,428
413,,,,,279,15,,Talisman of Intensification,Demon Shock Trooper,1,n,bango-file,droplist.dat,429
414,,,,,283,15,,Talisman of Wonder,Demon Shock Trooper,1,n,bango-file,droplist.dat,430
415,,,,,286,15,,Talisman of Intensification,Demon Shock Trooper,1,n,bango-file,droplist.dat,431
416,,,,,287,15,,Talisman of Intensification,Demon Shock Trooper,1,n,bango-file,droplist.dat,432
417,,,,,291,15,,Talisman of Wonder,Demon Shock Trooper,1,n,bango-file,droplist.dat,433
418,,,,,294,15,,Talisman of Intensification,Demon Shock Trooper,1,n,bango-file,droplist.dat,434
419,,,,,295,15,,Talisman of Intensification,Demon Shock Trooper,1,n,bango-file,droplist.dat,435
420,,,,,299,15,,Talisman of Wonder,Demon Shock Trooper,1,n,bango-file,droplist.dat,436
421,,,,,302,15,,Talisman of Intensification,Demon Shock Trooper,1,n,bango-file,droplist.dat,437
422,,,,,303,15,,Talisman of Intensification,Demon Shock Trooper,1,n,bango-file,droplist.dat,438
423,,,,,307,15,,Talisman of Wonder,Demon Shock Trooper,1,n,bango-file,droplist.dat,439
424,,,,,310,15,,Talisman of Intensification,Demon Shock Trooper,1,n,bango-file,droplist.dat,440
425,,,,,311,15,,Talisman of Intensification,Demon Shock Trooper,1,n,bango-file,droplist.dat,441
426,,,,,315,15,,Talisman of Intensification,Demon Shock Trooper,1,n,bango-file,droplist.dat,442
427,,,,,317,15,,Talisman of Intensification,Demon Shock Trooper,1,n,bango-file,droplist.dat,443
428,,,,,319,15,,Talisman of Protection,Demon Shock Trooper,1,n,bango-file,droplist.dat,444
429,,,,,320,15,,Talisman of Protection,Demon Shock Trooper,1,n,bango-file,droplist.dat,445
430,,,,,321,15,,Talisman of Protection,Demon Shock Trooper,1,n,bango-file,droplist.dat,446
431,,,,,205,15,,Trinket,Demon Shock Trooper,1,n,bango-file,droplist.dat,447
432,,,,,446,15,,Sea Bream with Blood,Demon Shock Trooper,1,n,bango-file,droplist.dat,448
433,,,,,403,15,,Small Sweet Potato,Demon Shock Trooper,1,n,bango-file,droplist.dat,449
434,,,,,418,15,,Small Water of Geum-Oh Valley,Demon Shock Trooper,1,n,bango-file,droplist.dat,450
435,,,,,404,15,,Sweet Potato,Demon Shock Trooper,1,n,bango-file,droplist.dat,451
436,,,,,419,15,,Medium Water of Geum-Oh Valley,Demon Shock Trooper,1,n,bango-file,droplist.dat,452
437,,,,,405,15,,Big Sweet Potato,Demon Shock Trooper,1,n,bango-file,droplist.dat,453
438,,,,,420,15,,Large Water of Geum-Oh Valley,Demon Shock Trooper,1,n,bango-file,droplist.dat,454
439,,,,,158,15,,Ja-Gan's Gold,Demon Shock Trooper,1,q,bango-file,droplist.dat,455
440,,,,,31,16,,Zamogeon,Demon Flag Bearer,24,n,bango-file,droplist.dat,457
441,,,,,178,16,,Demon Flag Bearer's Head,Demon Flag Bearer,1,n,bango-file,droplist.dat,458
442,,,,,443,16,,Demon's blood,Demon Flag Bearer,1,n,bango-file,droplist.dat,459
443,,,,,47,16,,Small Medicine,Demon Flag Bearer,1,n,bango-file,droplist.dat,460
444,,,,,48,16,,Medium Medicine,Demon Flag Bearer,1,n,bango-file,droplist.dat,461
445,,,,,1560,16,,MyungJoo suit of thief,Demon Flag Bearer,1,n,bango-file,droplist.dat,462
446,,,,,1561,16,,MyungJoo Hood of thief,Demon Flag Bearer,1,n,bango-file,droplist.dat,463
447,,,,,1409,16,,Intensified Steel dagger,Demon Flag Bearer,1,n,bango-file,droplist.dat,464
448,,,,,59,16,,Steel Sword,Demon Flag Bearer,1,n,bango-file,droplist.dat,465
449,,,,,62,16,,SooWoo YeonGak Bow,Demon Flag Bearer,1,n,bango-file,droplist.dat,466
450,,,,,95,16,,BangChooHyung Iron Stick,Demon Flag Bearer,1,n,bango-file,droplist.dat,467
451,,,,,16,16,,PanGap Armor,Demon Flag Bearer,1,n,bango-file,droplist.dat,468
452,,,,,17,16,,PanGap Helmet,Demon Flag Bearer,1,n,bango-file,droplist.dat,469
453,,,,,42,16,,ShaeJaGap Armor,Demon Flag Bearer,1,n,bango-file,droplist.dat,470
454,,,,,43,16,,ShaeJaGap Hood,Demon Flag Bearer,1,n,bango-file,droplist.dat,471
455,,,,,80,16,,MyungJoo SoChangEau Clothes,Demon Flag Bearer,1,n,bango-file,droplist.dat,472
456,,,,,81,16,,MyungJoo SoChangEau Hair Decoration,Demon Flag Bearer,1,n,bango-file,droplist.dat,473
457,,,,,31,16,,Zamogeon,Demon Flag Bearer,25,n,bango-file,droplist.dat,474
458,,,,,31,16,,Zamogeon,Demon Flag Bearer,26,n,bango-file,droplist.dat,475
459,,,,,21,16,,Big Steel Sword,Demon Flag Bearer,1,n,bango-file,droplist.dat,476
460,,,,,96,16,,HwanDoo Stick,Demon Flag Bearer,1,n,bango-file,droplist.dat,477
461,,,,,27,16,,GangGak Bow,Demon Flag Bearer,1,n,bango-file,droplist.dat,478
462,,,,,275,16,,Talisman of Wonder,Demon Flag Bearer,1,n,bango-file,droplist.dat,479
463,,,,,278,16,,Talisman of Intensification,Demon Flag Bearer,1,n,bango-file,droplist.dat,480
464,,,,,279,16,,Talisman of Intensification,Demon Flag Bearer,1,n,bango-file,droplist.dat,481
465,,,,,283,16,,Talisman of Wonder,Demon Flag Bearer,1,n,bango-file,droplist.dat,482
466,,,,,286,16,,Talisman of Intensification,Demon Flag Bearer,1,n,bango-file,droplist.dat,483
467,,,,,287,16,,Talisman of Intensification,Demon Flag Bearer,1,n,bango-file,droplist.dat,484
468,,,,,291,16,,Talisman of Wonder,Demon Flag Bearer,1,n,bango-file,droplist.dat,485
469,,,,,294,16,,Talisman of Intensification,Demon Flag Bearer,1,n,bango-file,droplist.dat,486
470,,,,,295,16,,Talisman of Intensification,Demon Flag Bearer,1,n,bango-file,droplist.dat,487
471,,,,,299,16,,Talisman of Wonder,Demon Flag Bearer,1,n,bango-file,droplist.dat,488
472,,,,,302,16,,Talisman of Intensification,Demon Flag Bearer,1,n,bango-file,droplist.dat,489
473,,,,,303,16,,Talisman of Intensification,Demon Flag Bearer,1,n,bango-file,droplist.dat,490
474,,,,,307,16,,Talisman of Wonder,Demon Flag Bearer,1,n,bango-file,droplist.dat,491
475,,,,,310,16,,Talisman of Intensification,Demon Flag Bearer,1,n,bango-file,droplist.dat,492
476,,,,,311,16,,Talisman of Intensification,Demon Flag Bearer,1,n,bango-file,droplist.dat,493
477,,,,,315,16,,Talisman of Intensification,Demon Flag Bearer,1,n,bango-file,droplist.dat,494
478,,,,,317,16,,Talisman of Intensification,Demon Flag Bearer,1,n,bango-file,droplist.dat,495
479,,,,,319,16,,Talisman of Protection,Demon Flag Bearer,1,n,bango-file,droplist.dat,496
480,,,,,320,16,,Talisman of Protection,Demon Flag Bearer,1,n,bango-file,droplist.dat,497
481,,,,,321,16,,Talisman of Protection,Demon Flag Bearer,1,n,bango-file,droplist.dat,498
482,,,,,205,16,,Trinket,Demon Flag Bearer,1,n,bango-file,droplist.dat,499
483,,,,,446,16,,Sea Bream with Blood,Demon Flag Bearer,1,n,bango-file,droplist.dat,500
484,,,,,403,16,,Small Sweet Potato,Demon Flag Bearer,1,n,bango-file,droplist.dat,501
485,,,,,418,16,,Small Water of Geum-Oh Valley,Demon Flag Bearer,1,n,bango-file,droplist.dat,502
486,,,,,404,16,,Sweet Potato,Demon Flag Bearer,1,n,bango-file,droplist.dat,503
487,,,,,419,16,,Medium Water of Geum-Oh Valley,Demon Flag Bearer,1,n,bango-file,droplist.dat,504
488,,,,,405,16,,Big Sweet Potato,Demon Flag Bearer,1,n,bango-file,droplist.dat,505
489,,,,,420,16,,Large Water of Geum-Oh Valley,Demon Flag Bearer,1,n,bango-file,droplist.dat,506
490,,,,,161,16,,Red Flag,Demon Flag Bearer,1,q,bango-file,droplist.dat,507
491,,,,,31,17,,Zamogeon,Demon Band,26,n,bango-file,droplist.dat,509
492,,,,,179,17,,Demon Band's Head,Demon Band,1,n,bango-file,droplist.dat,510
493,,,,,443,17,,Demon's blood,Demon Band,1,n,bango-file,droplist.dat,511
494,,,,,1560,17,,MyungJoo suit of thief,Demon Band,1,n,bango-file,droplist.dat,512
495,,,,,1561,17,,MyungJoo Hood of thief,Demon Band,1,n,bango-file,droplist.dat,513
496,,,,,1562,17,,MyungJoo Gloves of thief,Demon Band,1,n,bango-file,droplist.dat,514
497,,,,,1563,17,,MyungJoo Boots of thief,Demon Band,1,n,bango-file,droplist.dat,515
498,,,,,1564,17,,MyungJoo suit Shorts of thief,Demon Band,1,n,bango-file,droplist.dat,516
499,,,,,1410,17,,JuckAh Big Steel dagger,Demon Band,1,n,bango-file,droplist.dat,517
500,,,,,96,17,,HwanDoo Stick,Demon Band,1,n,bango-file,droplist.dat,518
501,,,,,80,17,,MyungJoo SoChangEau Clothes,Demon Band,1,n,bango-file,droplist.dat,519
502,,,,,81,17,,MyungJoo SoChangEau Hair Decoration,Demon Band,1,n,bango-file,droplist.dat,520
503,,,,,82,17,,MyungJoo SoChangEau Gloves,Demon Band,1,n,bango-file,droplist.dat,521
504,,,,,83,17,,MyungJoo SoChangEau Boots,Demon Band,1,n,bango-file,droplist.dat,522
505,,,,,84,17,,MyungJoo SoChangEau Shorts,Demon Band,1,n,bango-file,droplist.dat,523
506,,,,,47,17,,Small Medicine,Demon Band,1,n,bango-file,droplist.dat,524
507,,,,,48,17,,Medium Medicine,Demon Band,1,n,bango-file,droplist.dat,525
508,,,,,31,17,,Zamogeon,Demon Band,27,n,bango-file,droplist.dat,526
509,,,,,31,17,,Zamogeon,Demon Band,28,n,bango-file,droplist.dat,527
510,,,,,97,17,,YeongHwaHwanDoo Stick,Demon Band,1,n,bango-file,droplist.dat,528
511,,,,,275,17,,Talisman of Wonder,Demon Band,1,n,bango-file,droplist.dat,529
512,,,,,278,17,,Talisman of Intensification,Demon Band,1,n,bango-file,droplist.dat,530
513,,,,,279,17,,Talisman of Intensification,Demon Band,1,n,bango-file,droplist.dat,531
514,,,,,283,17,,Talisman of Wonder,Demon Band,1,n,bango-file,droplist.dat,532
515,,,,,286,17,,Talisman of Intensification,Demon Band,1,n,bango-file,droplist.dat,533
516,,,,,287,17,,Talisman of Intensification,Demon Band,1,n,bango-file,droplist.dat,534
517,,,,,291,17,,Talisman of Wonder,Demon Band,1,n,bango-file,droplist.dat,535
518,,,,,294,17,,Talisman of Intensification,Demon Band,1,n,bango-file,droplist.dat,536
519,,,,,295,17,,Talisman of Intensification,Demon Band,1,n,bango-file,droplist.dat,537
520,,,,,299,17,,Talisman of Wonder,Demon Band,1,n,bango-file,droplist.dat,538
521,,,,,302,17,,Talisman of Intensification,Demon Band,1,n,bango-file,droplist.dat,539
522,,,,,303,17,,Talisman of Intensification,Demon Band,1,n,bango-file,droplist.dat,540
523,,,,,307,17,,Talisman of Wonder,Demon Band,1,n,bango-file,droplist.dat,541
524,,,,,310,17,,Talisman of Intensification,Demon Band,1,n,bango-file,droplist.dat,542
525,,,,,311,17,,Talisman of Intensification,Demon Band,1,n,bango-file,droplist.dat,543
526,,,,,315,17,,Talisman of Intensification,Demon Band,1,n,bango-file,droplist.dat,544
527,,,,,317,17,,Talisman of Intensification,Demon Band,1,n,bango-file,droplist.dat,545
528,,,,,319,17,,Talisman of Protection,Demon Band,1,n,bango-file,droplist.dat,546
529,,,,,320,17,,Talisman of Protection,Demon Band,1,n,bango-file,droplist.dat,547
