namespace,message_id,text,definition_ordinal,provenance,source_file,source_line
sys,432,Guild declaration is possible with a party of minmum of 6 people.,1,bango-file,message.dat,530
sys,433,Guild declaration is impossible because one of the members is in a guild or in a process of guild declaration.,1,bango-file,message.dat,531
sys,434,%1 must declare after %2!d!/%3!d!/%4!d! %5!d!:%6!d! passed.,1,bango-file,message.dat,532
sys,435,Total contribution must be over 60. Contribution is short.,1,bango-file,message.dat,533
sys,436,%1 agreed with guild creation.,1,bango-file,message.dat,534
sys,437,%1 didn't agree with guild creation. All member must agree for guild creation.,1,bango-file,message.dat,535
sys,438,Guild creation is already canceled.,1,bango-file,message.dat,536
sys,439,You're already agree/cancel the guild creation.,1,bango-file,message.dat,537
sys,440,You don't have an authorization.,1,bango-file,message.dat,538
sys,441,This guild name can't used.,1,bango-file,message.dat,540
sys,442,It's already been used. Please decide again.,1,bango-file,message.dat,541
sys,443,Guild agreement has not finished.,1,bango-file,message.dat,542
sys,444,<%1>Guild has been declared.,1,bango-file,message.dat,543
sys,445,Selected player is not logged-in condition.,1,bango-file,message.dat,544
sys,446,Selected player is already in other guild or a process of agreement for guild declaration.,1,bango-file,message.dat,545
sys,447,%1 has joined into the guild.,1,bango-file,message.dat,546
sys,448,The leader of the guild can't be succeeded.,1,bango-file,message.dat,547
sys,449,%1 is seceded from the guild.,1,bango-file,message.dat,548
sys,450,Secession finished.,1,bango-file,message.dat,549
sys,451,Not a guild member.,1,bango-file,message.dat,551
sys,452,The leader can't be expelled.,1,bango-file,message.dat,552
sys,453,%1 has expelled.,1,bango-file,message.dat,553
sys,454,Expulsion is finished.,1,bango-file,message.dat,554
sys,455,The leader can't be appointed.,1,bango-file,message.dat,555
sys,456,Sub-leader can be appointed after %1!d!/%2!d!/%3!d! %4!d!:%5!d!.,1,bango-file,message.dat,556
sys,457,Appointed position is same.,1,bango-file,message.dat,557
sys,458,No space for the selected position.,1,bango-file,message.dat,558
sys,459,%1 has appointed as %2.,1,bango-file,message.dat,559
sys,460,Guild has be dissolved.,1,bango-file,message.dat,560
sys,461,Guild dissolution has completed.,1,bango-file,message.dat,562
sys,462,This position name can't be used.,1,bango-file,message.dat,563
sys,463,%1's position name has changed to %2.,1,bango-file,message.dat,564
sys,464,There's no more EXP left.,1,bango-file,message.dat,565
sys,465,%1!d! EXP is put.,1,bango-file,message.dat,566
sys,466,Position setting function is completed.,1,bango-file,message.dat,567
sys,467,Guild mark setting is completed.,1,bango-file,message.dat,568
sys,468,Value of connection condition is same.,1,bango-file,message.dat,569
sys,469,Connection condition setting is completed.,1,bango-file,message.dat,570
sys,470,Leader,1,bango-file,message.dat,571
sys,471,Sub-leader,1,bango-file,message.dat,573
sys,472,Head Chief,1,bango-file,message.dat,574
sys,473,Chief,1,bango-file,message.dat,575
sys,474,Official Member,1,bango-file,message.dat,576
sys,475,Temporary Member,1,bango-file,message.dat,577
sys,476,Connected,1,bango-file,message.dat,578
sys,477,Disconnected,1,bango-file,message.dat,579
sys,478,Guild,1,bango-file,message.dat,580
sys,479,Poison item is needed for using poison arrow.,1,bango-file,message.dat,581
sys,480,Combination skill is failed.,1,bango-file,message.dat,582
sys,481,"Donate own EXP to the guild is possible. Donated EXP is converted to the guild EXP and when certain amount of guild EXP are collected, the guild level will be increased. There're two types of donation as whole EXP donation and 10% EXP donation.",1,bango-file,message.dat,584
sys,482,"If whole EXP donation is selected, all EXP goes to the guild EXP and personal EXP will be disappeared. Keep proceeding?",1,bango-file,message.dat,585
sys,483,"If 10% EXP donation is selected, 10% of EXP goes to the guild EXP and 10% of personal EXP will be disappeared. Keep proceeding?",1,bango-file,message.dat,586
sys,484,"Using the stone of birth to reset your status. All basic status will change back to default value. As you use the stone of birth, your equipment will be taken off. Keep proceeding?",1,bango-file,message.dat,587
sys,485,"Resetting status is completed. Now, you can give point to where you want.",1,bango-file,message.dat,588
sys,486,The stone of birth is needed for resetting status.,1,bango-file,message.dat,589
sys,487,Temporary member can't be added any more.,1,bango-file,message.dat,590
sys,488,Guild members are full.,1,bango-file,message.dat,591
sys,489,Are you sure you want to secede from the guild?,1,bango-file,message.dat,592
sys,490,Accept,1,bango-file,message.dat,593
sys,491,Refuse,1,bango-file,message.dat,595
sys,492,[%1]guild ask you to join them. Do you accept the offer?,1,bango-file,message.dat,596
sys,493,[%1]guild ask you to be allied for %2!d!days. Allied guild is [%3] guild. Do you accept?,1,bango-file,message.dat,597
sys,494,Requested player is off-line.,1,bango-file,message.dat,598
sys,495,%1 refused your request for joining guild.,1,bango-file,message.dat,599
sys,496,You already joined in other guild or progressing of guild creation.,1,bango-file,message.dat,600
sys,497,You need to create a guild first for using.,1,bango-file,message.dat,601
sys,498,Setting guild name,1,bango-file,message.dat,602
sys,499,No more guild EXP can't be added.,1,bango-file,message.dat,603
sys,500,[Guild Notice],1,bango-file,message.dat,604
sys,501,#n see guild information.,1,bango-file,message.dat,606
sys,502,Protect,1,bango-file,message.dat,607
sys,503,%1 %2,1,bango-file,message.dat,608
sys,504,%1 used %3 skill on %2.,1,bango-file,message.dat,609
sys,505,Dissolution,1,bango-file,message.dat,610
sys,506,Are you sure you want to dissolve the guild?,1,bango-file,message.dat,611
sys,507,%1 is asked for joining guild.,1,bango-file,message.dat,612
sys,508,It can't be used for a position name,1,bango-file,message.dat,613
sys,509,%1 disconnected and guild can't be created.,1,bango-file,message.dat,614
sys,510,This skill only can be used on its party member.,1,bango-file,message.dat,615
sys,511,Using the stone of chance for resetting the selected skill point. Keep proceeding?,1,bango-file,message.dat,617
sys,512,You need the stone of chance for reseating the selected skill point.,1,bango-file,message.dat,618
sys,513,%1 skill is reset.,1,bango-file,message.dat,619
sys,514,%1 is asked for duel. Waiting for %2's response.,1,bango-file,message.dat,620
sys,515,%1 refuse the duel request.,1,bango-file,message.dat,621
sys,516,Refuse the duel request from %1.,1,bango-file,message.dat,622
sys,517,Duel with %1 is starting in %2!d! sec.,1,bango-file,message.dat,623
sys,518,Duel with %1 is started.,1,bango-file,message.dat,624
sys,519,Won in the duel with %1.,1,bango-file,message.dat,625
sys,520,Lost in the duel with %1.,1,bango-file,message.dat,626
sys,521,You can have a duel during being in a party.,1,bango-file,message.dat,628
sys,522,Duel time is up. Duel with %1 is drawn.,1,bango-file,message.dat,629
sys,523,Trade and party request are limited during the duel.,1,bango-file,message.dat,630
sys,524,Duel between %1 and %2 has started.,1,bango-file,message.dat,631
sys,525,%3 won form the duel between %1 and %2.,1,bango-file,message.dat,632
sys,526,Duel between %1 and %2 has finished with no winner.,1,bango-file,message.dat,633
sys,527,You're now in Assassin mode.,1,bango-file,message.dat,634
sys,528,Someone is using the mask around you.,1,bango-file,message.dat,635
sys,529,Assassin mode is now off.,1,bango-file,message.dat,636
sys,530,"You're killed by the Assassin, %1.",1,bango-file,message.dat,637
sys,531,You're killed in Assassin mode.,1,bango-file,message.dat,639
sys,532,Assassin mode cannot be off for 3 hours or 180 seconds from the last attack.,1,bango-file,message.dat,640
sys,533,"You killed the Assassin, %1 and you gained fame. Your contribution will be on the Assassin Board.",1,bango-file,message.dat,641
sys,534,Trading is now allowed to a player in Duel or Assassin mode.,1,bango-file,message.dat,642
sys,535,Economic activities can't be done in Assassin mode. Assassin mode must be off first.,1,bango-file,message.dat,643
sys,536,Private shop can't be open in Duel and/or Assassin mode. Assassin mode must be off first.,1,bango-file,message.dat,644
sys,537,Trading can't be done in Duel and/or Assassin mode. Assassin mode must be off first.,1,bango-file,message.dat,645
sys,538,Requesting to be a guild member is limited in Assassin mode.,1,bango-file,message.dat,646
sys,539,%1 ask you for a challenge. Do you accept?,1,bango-file,message.dat,647
sys,540,"You're killed by the Assassin, %1.",1,bango-file,message.dat,648
sys,541,Request of alliance can not be made for this time.,1,bango-file,message.dat,650
sys,542,Revive,1,bango-file,message.dat,651
sys,543,Lost from the duel. Press Revive button for revival except died from monsters during the duel.,1,bango-file,message.dat,652
sys,544,Special letters can't be used on guild notice.,1,bango-file,message.dat,653
sys,545,Faint,1,bango-file,message.dat,654
sys,546,You're in a faint condition.,1,bango-file,message.dat,655
sys,547,Faint condition is removed.,1,bango-file,message.dat,656
sys,548,ASSASSIN,1,bango-file,message.dat,657
sys,549,%2!d!-%3!d!-%1!d! (%4!d!' %5!d!''),1,bango-file,message.dat,658
sys,550,/Duel,1,bango-file,message.dat,659
sys,551,You're unable to have a duel.,1,bango-file,message.dat,661
sys,552,The other party is unable to have a duel.,1,bango-file,message.dat,662
sys,553,The other party is off-line or too far away for duel request.,1,bango-file,message.dat,663
sys,554,Moving speed get slow.,1,bango-file,message.dat,664
sys,555,Moving speed get back to normal.,1,bango-file,message.dat,665
sys,556,On icy condition.,1,bango-file,message.dat,666
sys,557,Icy condition is removed.,1,bango-file,message.dat,667
sys,558,Can't find the one.,1,bango-file,message.dat,668
sys,559,Duel,1,bango-file,message.dat,669
sys,560,Frost,1,bango-file,message.dat,670
sys,561,Slow,1,bango-file,message.dat,672
sys,562,Requesting a party is not allowed in Assassin mode,1,bango-file,message.dat,673
sys,563,Requesting a party is not allowed to the Assassin,1,bango-file,message.dat,674
sys,564,Loading character has failed,1,bango-file,message.dat,675
sys,565,Loading character has completed. Please log-in again.,1,bango-file,message.dat,676
sys,566,"Try enchanting. Currently, the safety is granted.",1,bango-file,message.dat,677
sys,567,Guild level is low.,1,bango-file,message.dat,679
sys,568,You must not in no alliance condition or you're the leader of the alliance for alliance request.,1,bango-file,message.dat,680
sys,569,Alliance request must be between 1 day ~ 15 days.,1,bango-file,message.dat,681
sys,570,Guild is not exist or the leader of the guild is off-line.,1,bango-file,message.dat,682
sys,571,You're already allied.,1,bango-file,message.dat,684
sys,572,%1guild request for alliance during [ %2!d!/%3!d!/%4!d! %5!d!:%6!d! ]. Do you accept?,1,bango-file,message.dat,685
sys,573,Ask %1 guild for alliance.,1,bango-file,message.dat,686
sys,574,Alliance can be made any more.,1,bango-file,message.dat,687
sys,575,%1guild made alliance with %2guild for[ %3!d!/%4!d!/%5!d! %6!d!:%7!d! ].,1,bango-file,message.dat,688
sys,576,%1guild refused for alliance.,1,bango-file,message.dat,689
sys,577,Allied term is ended.,1,bango-file,message.dat,690
sys,578,Selected server is on a maintenance or a wrong server.,1,bango-file,message.dat,691
sys,579,Wrong character name is inserted.,1,bango-file,message.dat,692
sys,580,Blocked character can't be loaded.,1,bango-file,message.dat,693
sys,581,Long-range Protection,1,bango-file,message.dat,694
sys,582,Enchanting has failed.,1,bango-file,message.dat,695
sys,583,This skill can't be used on an assassin.,1,bango-file,message.dat,696
sys,584,Magic can't be spelled during silence condition.,1,bango-file,message.dat,697
sys,585,Arrow of Silence only can be used on magician.,1,bango-file,message.dat,698
sys,586,Time usage has ended,1,bango-file,message.dat,699
sys,587,Silence,1,bango-file,message.dat,700
sys,588,"When castle siege is proclaimed, Allied term is automatically extended till [ %1!d!/%2!d!/%3!d! %4!d!:%5!d! ].",1,bango-file,message.dat,702
sys,589,It's not time for applying castle siege.,1,bango-file,message.dat,703
sys,590,Only the leader can proclaim castle siege.,1,bango-file,message.dat,704
sys,591,It's your castle.,1,bango-file,message.dat,705
sys,592,You're allied with the castle owner.,1,bango-file,message.dat,706
sys,593,You don't have enough cost of castle siege.,1,bango-file,message.dat,707
sys,594,Castle siege is already proclaimed.,1,bango-file,message.dat,708
sys,595,%1 guild proclaimed castle siege to %2.,1,bango-file,message.dat,709
sys,596,Castle siege of %1 is started.,1,bango-file,message.dat,710
sys,597,%1 won the castle siege.,1,bango-file,message.dat,711
sys,598,%1 lost the castle siege. You'll teleport to the nearest village.,1,bango-file,message.dat,712
sys,599,It's not proclaimed for castle siege.,1,bango-file,message.dat,713
sys,600,Geum-Oh Main Castle,1,bango-file,message.dat,714
sys,601,The flag is already on setting up.,1,bango-file,message.dat,715
sys,602,Set-up can be made after the flag is destroyed.,1,bango-file,message.dat,716
sys,603,The flag is starting to set up.,1,bango-file,message.dat,717
sys,604,You're not a castle owner.,1,bango-file,message.dat,718
sys,605,Control of tax rate is off the limit.,1,bango-file,message.dat,719
sys,606,Control of tax rate is completed.,1,bango-file,message.dat,720
sys,607,Application of castle siege can't be accepted any more.,1,bango-file,message.dat,721
sys,608,%1!d! second(s) left.,1,bango-file,message.dat,722
sys,609,Reserved payment information is started to use.,1,bango-file,message.dat,723
sys,610,Can't move.,1,bango-file,message.dat,724
sys,611,Limitation of Gate setting is completed.,1,bango-file,message.dat,725
sys,612,Expiration Date: %2-%3-%1 (Remaining Time:%4!d! Day(s)),1,bango-file,message.dat,726
sys,613,Effective time left [%1!d!hour(s) %2!d!Minute(s) %3!d!Second(s)].,1,bango-file,message.dat,727
sys,614,Payment is refunded.,1,bango-file,message.dat,728
sys,615,%1 guild's flag is settled.,1,bango-file,message.dat,729
sys,616,It's not time for castle siege.,1,bango-file,message.dat,730
sys,617,You're not a leader of ally.,1,bango-file,message.dat,731
