pre_azon,pre_name,pre_rev,pre_grd,bango_level,bango_sell,bango_stats_json,bango_record_json,provenance,source_file,source_line
3017,<unresolved prefixname:3017>,,,0,1,"[[""hp"",""224""]]","[""prefix"",[""index"",""3017""],[""level"",""0""],[""sell"",""1""],[""hp"",""224""]]",bango-file,prefix.dat,609
3018,<unresolved prefixname:3018>,,,0,1,"[[""mp"",""112""]]","[""prefix"",[""index"",""3018""],[""level"",""0""],[""sell"",""1""],[""mp"",""112""]]",bango-file,prefix.dat,610
3019,<unresolved prefixname:3019>,,,0,1,"[[""attack"",""36"",""36""],[""magic"",""36"",""36""]]","[""prefix"",[""index"",""3019""],[""level"",""0""],[""sell"",""1""],[""attack"",""36"",""36""],[""magic"",""36"",""36""]]",bango-file,prefix.dat,611
3020,<unresolved prefixname:3020>,,,0,1,"[[""str"",""4""]]","[""prefix"",[""index"",""3020""],[""level"",""0""],[""sell"",""1""],[""str"",""4""]]",bango-file,prefix.dat,612
3021,<unresolved prefixname:3021>,,,0,1,"[[""dex"",""4""]]","[""prefix"",[""index"",""3021""],[""level"",""0""],[""sell"",""1""],[""dex"",""4""]]",bango-file,prefix.dat,613
3022,<unresolved prefixname:3022>,,,0,1,"[[""int"",""4""]]","[""prefix"",[""index"",""3022""],[""level"",""0""],[""sell"",""1""],[""int"",""4""]]",bango-file,prefix.dat,614
3023,<unresolved prefixname:3023>,,,0,1,"[[""wis"",""4""]]","[""prefix"",[""index"",""3023""],[""level"",""0""],[""sell"",""1""],[""wis"",""4""]]",bango-file,prefix.dat,615
3024,<unresolved prefixname:3024>,,,0,1,"[[""Hth"",""4""]]","[""prefix"",[""index"",""3024""],[""level"",""0""],[""sell"",""1""],[""Hth"",""4""]]",bango-file,prefix.dat,616
3033,<unresolved prefixname:3033>,,,0,1,"[[""hp"",""160""]]","[""prefix"",[""index"",""3033""],[""level"",""0""],[""sell"",""1""],[""hp"",""160""]]",bango-file,prefix.dat,618
3034,<unresolved prefixname:3034>,,,0,1,"[[""mp"",""60""]]","[""prefix"",[""index"",""3034""],[""level"",""0""],[""sell"",""1""],[""mp"",""60""]]",bango-file,prefix.dat,619
3035,<unresolved prefixname:3035>,,,0,1,"[[""attack"",""12"",""12""],[""magic"",""12"",""12""]]","[""prefix"",[""index"",""3035""],[""level"",""0""],[""sell"",""1""],[""attack"",""12"",""12""],[""magic"",""12"",""12""]]",bango-file,prefix.dat,620
3036,<unresolved prefixname:3036>,,,0,1,"[[""str"",""4""]]","[""prefix"",[""index"",""3036""],[""level"",""0""],[""sell"",""1""],[""str"",""4""]]",bango-file,prefix.dat,621
3037,<unresolved prefixname:3037>,,,0,1,"[[""dex"",""4""]]","[""prefix"",[""index"",""3037""],[""level"",""0""],[""sell"",""1""],[""dex"",""4""]]",bango-file,prefix.dat,622
3038,<unresolved prefixname:3038>,,,0,1,"[[""int"",""4""]]","[""prefix"",[""index"",""3038""],[""level"",""0""],[""sell"",""1""],[""int"",""4""]]",bango-file,prefix.dat,623
3039,<unresolved prefixname:3039>,,,0,1,"[[""wis"",""4""]]","[""prefix"",[""index"",""3039""],[""level"",""0""],[""sell"",""1""],[""wis"",""4""]]",bango-file,prefix.dat,624
3040,<unresolved prefixname:3040>,,,0,1,"[[""Hth"",""4""]]","[""prefix"",[""index"",""3040""],[""level"",""0""],[""sell"",""1""],[""Hth"",""4""]]",bango-file,prefix.dat,625
3041,<unresolved prefixname:3041>,,,0,1,"[[""hp"",""258""]]","[""prefix"",[""index"",""3041""],[""level"",""0""],[""sell"",""1""],[""hp"",""258""]]",bango-file,prefix.dat,627
3042,<unresolved prefixname:3042>,,,0,1,"[[""mp"",""120""]]","[""prefix"",[""index"",""3042""],[""level"",""0""],[""sell"",""1""],[""mp"",""120""]]",bango-file,prefix.dat,628
3043,<unresolved prefixname:3043>,,,0,1,"[[""attack"",""24"",""24""],[""magic"",""24"",""24""]]","[""prefix"",[""index"",""3043""],[""level"",""0""],[""sell"",""1""],[""attack"",""24"",""24""],[""magic"",""24"",""24""]]",bango-file,prefix.dat,629
3044,<unresolved prefixname:3044>,,,0,1,"[[""str"",""6""]]","[""prefix"",[""index"",""3044""],[""level"",""0""],[""sell"",""1""],[""str"",""6""]]",bango-file,prefix.dat,630
3045,<unresolved prefixname:3045>,,,0,1,"[[""dex"",""6""]]","[""prefix"",[""index"",""3045""],[""level"",""0""],[""sell"",""1""],[""dex"",""6""]]",bango-file,prefix.dat,631
3046,<unresolved prefixname:3046>,,,0,1,"[[""int"",""6""]]","[""prefix"",[""index"",""3046""],[""level"",""0""],[""sell"",""1""],[""int"",""6""]]",bango-file,prefix.dat,632
3047,<unresolved prefixname:3047>,,,0,1,"[[""wis"",""6""]]","[""prefix"",[""index"",""3047""],[""level"",""0""],[""sell"",""1""],[""wis"",""6""]]",bango-file,prefix.dat,633
3048,<unresolved prefixname:3048>,,,0,1,"[[""Hth"",""6""]]","[""prefix"",[""index"",""3048""],[""level"",""0""],[""sell"",""1""],[""Hth"",""6""]]",bango-file,prefix.dat,634
3049,<unresolved prefixname:3049>,,,0,1,"[[""hp"",""400""]]","[""prefix"",[""index"",""3049""],[""level"",""0""],[""sell"",""1""],[""hp"",""400""]]",bango-file,prefix.dat,636
3050,<unresolved prefixname:3050>,,,0,1,"[[""mp"",""200""]]","[""prefix"",[""index"",""3050""],[""level"",""0""],[""sell"",""1""],[""mp"",""200""]]",bango-file,prefix.dat,637
3051,<unresolved prefixname:3051>,,,0,1,"[[""attack"",""64"",""64""],[""magic"",""64"",""64""]]","[""prefix"",[""index"",""3051""],[""level"",""0""],[""sell"",""1""],[""attack"",""64"",""64""],[""magic"",""64"",""64""]]",bango-file,prefix.dat,638
3052,<unresolved prefixname:3052>,,,0,1,"[[""str"",""10""]]","[""prefix"",[""index"",""3052""],[""level"",""0""],[""sell"",""1""],[""str"",""10""]]",bango-file,prefix.dat,639
3053,<unresolved prefixname:3053>,,,0,1,"[[""dex"",""10""]]","[""prefix"",[""index"",""3053""],[""level"",""0""],[""sell"",""1""],[""dex"",""10""]]",bango-file,prefix.dat,640
3054,<unresolved prefixname:3054>,,,0,1,"[[""int"",""10""]]","[""prefix"",[""index"",""3054""],[""level"",""0""],[""sell"",""1""],[""int"",""10""]]",bango-file,prefix.dat,641
3055,<unresolved prefixname:3055>,,,0,1,"[[""wis"",""10""]]","[""prefix"",[""index"",""3055""],[""level"",""0""],[""sell"",""1""],[""wis"",""10""]]",bango-file,prefix.dat,642
3056,<unresolved prefixname:3056>,,,0,1,"[[""Hth"",""10""]]","[""prefix"",[""index"",""3056""],[""level"",""0""],[""sell"",""1""],[""Hth"",""10""]]",bango-file,prefix.dat,643
3065,<unresolved prefixname:3065>,,,0,1,"[[""hp"",""220""]]","[""prefix"",[""index"",""3065""],[""level"",""0""],[""sell"",""1""],[""hp"",""220""]]",bango-file,prefix.dat,645
3066,<unresolved prefixname:3066>,,,0,1,"[[""mp"",""84""]]","[""prefix"",[""index"",""3066""],[""level"",""0""],[""sell"",""1""],[""mp"",""84""]]",bango-file,prefix.dat,646
3067,<unresolved prefixname:3067>,,,0,1,"[[""attack"",""18"",""18""],[""magic"",""18"",""18""]]","[""prefix"",[""index"",""3067""],[""level"",""0""],[""sell"",""1""],[""attack"",""18"",""18""],[""magic"",""18"",""18""]]",bango-file,prefix.dat,647
3068,<unresolved prefixname:3068>,,,0,1,"[[""str"",""6""]]","[""prefix"",[""index"",""3068""],[""level"",""0""],[""sell"",""1""],[""str"",""6""]]",bango-file,prefix.dat,648
3069,<unresolved prefixname:3069>,,,0,1,"[[""dex"",""6""]]","[""prefix"",[""index"",""3069""],[""level"",""0""],[""sell"",""1""],[""dex"",""6""]]",bango-file,prefix.dat,649
3070,<unresolved prefixname:3070>,,,0,1,"[[""int"",""6""]]","[""prefix"",[""index"",""3070""],[""level"",""0""],[""sell"",""1""],[""int"",""6""]]",bango-file,prefix.dat,650
3071,<unresolved prefixname:3071>,,,0,1,"[[""wis"",""6""]]","[""prefix"",[""index"",""3071""],[""level"",""0""],[""sell"",""1""],[""wis"",""6""]]",bango-file,prefix.dat,651
3072,<unresolved prefixname:3072>,,,0,1,"[[""Hth"",""6""]]","[""prefix"",[""index"",""3072""],[""level"",""0""],[""sell"",""1""],[""Hth"",""6""]]",bango-file,prefix.dat,652
3073,<unresolved prefixname:3073>,,,0,1,"[[""hp"",""366""]]","[""prefix"",[""index"",""3073""],[""level"",""0""],[""sell"",""1""],[""hp"",""366""]]",bango-file,prefix.dat,654
3074,<unresolved prefixname:3074>,,,0,1,"[[""mp"",""170""]]","[""prefix"",[""index"",""3074""],[""level"",""0""],[""sell"",""1""],[""mp"",""170""]]",bango-file,prefix.dat,655
3075,<unresolved prefixname:3075>,,,0,1,"[[""attack"",""34"",""34""],[""magic"",""34"",""34""]]","[""prefix"",[""index"",""3075""],[""level"",""0""],[""sell"",""1""],[""attack"",""34"",""34""],[""magic"",""34"",""34""]]",bango-file,prefix.dat,656
3076,<unresolved prefixname:3076>,,,0,1,"[[""str"",""10""]]","[""prefix"",[""index"",""3076""],[""level"",""0""],[""sell"",""1""],[""str"",""10""]]",bango-file,prefix.dat,657
3077,<unresolved prefixname:3077>,,,0,1,"[[""dex"",""10""]]","[""prefix"",[""index"",""3077""],[""level"",""0""],[""sell"",""1""],[""dex"",""10""]]",bango-file,prefix.dat,658
3078,<unresolved prefixname:3078>,,,0,1,"[[""int"",""10""]]","[""prefix"",[""index"",""3078""],[""level"",""0""],[""sell"",""1""],[""int"",""10""]]",bango-file,prefix.dat,659
3079,<unresolved prefixname:3079>,,,0,1,"[[""wis"",""10""]]","[""prefix"",[""index"",""3079""],[""level"",""0""],[""sell"",""1""],[""wis"",""10""]]",bango-file,prefix.dat,660
3080,<unresolved prefixname:3080>,,,0,1,"[[""Hth"",""10""]]","[""prefix"",[""index"",""3080""],[""level"",""0""],[""sell"",""1""],[""Hth"",""10""]]",bango-file,prefix.dat,661
3081,<unresolved prefixname:3081>,,,0,1,"[[""hp"",""556""]]","[""prefix"",[""index"",""3081""],[""level"",""0""],[""sell"",""1""],[""hp"",""556""]]",bango-file,prefix.dat,663
3082,<unresolved prefixname:3082>,,,0,1,"[[""mp"",""288""]]","[""prefix"",[""index"",""3082""],[""level"",""0""],[""sell"",""1""],[""mp"",""288""]]",bango-file,prefix.dat,664
3083,<unresolved prefixname:3083>,,,0,1,"[[""attack"",""92"",""92""],[""magic"",""92"",""92""]]","[""prefix"",[""index"",""3083""],[""level"",""0""],[""sell"",""1""],[""attack"",""92"",""92""],[""magic"",""92"",""92""]]",bango-file,prefix.dat,665
3084,<unresolved prefixname:3084>,,,0,1,"[[""str"",""16""]]","[""prefix"",[""index"",""3084""],[""level"",""0""],[""sell"",""1""],[""str"",""16""]]",bango-file,prefix.dat,666
3085,<unresolved prefixname:3085>,,,0,1,"[[""dex"",""16""]]","[""prefix"",[""index"",""3085""],[""level"",""0""],[""sell"",""1""],[""dex"",""16""]]",bango-file,prefix.dat,667
3086,<unresolved prefixname:3086>,,,0,1,"[[""int"",""16""]]","[""prefix"",[""index"",""3086""],[""level"",""0""],[""sell"",""1""],[""int"",""16""]]",bango-file,prefix.dat,668
3087,<unresolved prefixname:3087>,,,0,1,"[[""wis"",""16""]]","[""prefix"",[""index"",""3087""],[""level"",""0""],[""sell"",""1""],[""wis"",""16""]]",bango-file,prefix.dat,669
3088,<unresolved prefixname:3088>,,,0,1,"[[""Hth"",""16""]]","[""prefix"",[""index"",""3088""],[""level"",""0""],[""sell"",""1""],[""Hth"",""16""]]",bango-file,prefix.dat,670
3097,<unresolved prefixname:3097>,,,0,1,"[[""hp"",""100""],[""attack"",""6"",""6""],[""magic"",""6"",""6""]]","[""prefix"",[""index"",""3097""],[""level"",""0""],[""sell"",""1""],[""hp"",""100""],[""attack"",""6"",""6""],[""magic"",""6"",""6""]]",bango-file,prefix.dat,675
3098,<unresolved prefixname:3098>,,,0,1,"[[""mp"",""36""],[""int"",""2""]]","[""prefix"",[""index"",""3098""],[""level"",""0""],[""sell"",""1""],[""mp"",""36""],[""int"",""2""]]",bango-file,prefix.dat,676
3099,<unresolved prefixname:3099>,,,0,1,"[[""attack"",""6"",""6""],[""magic"",""6"",""6""],[""str"",""2""]]","[""prefix"",[""index"",""3099""],[""level"",""0""],[""sell"",""1""],[""attack"",""6"",""6""],[""magic"",""6"",""6""],[""str"",""2""]]",bango-file,prefix.dat,677
3100,<unresolved prefixname:3100>,,,0,1,"[[""str"",""2""],[""Hth"",""2""]]","[""prefix"",[""index"",""3100""],[""level"",""0""],[""sell"",""1""],[""str"",""2""],[""Hth"",""2""]]",bango-file,prefix.dat,678
3101,<unresolved prefixname:3101>,,,0,1,"[[""dex"",""2""],[""str"",""2""]]","[""prefix"",[""index"",""3101""],[""level"",""0""],[""sell"",""1""],[""dex"",""2""],[""str"",""2""]]",bango-file,prefix.dat,679
3102,<unresolved prefixname:3102>,,,0,1,"[[""int"",""2""],[""attack"",""6"",""6""],[""magic"",""6"",""6""]]","[""prefix"",[""index"",""3102""],[""level"",""0""],[""sell"",""1""],[""int"",""2""],[""attack"",""6"",""6""],[""magic"",""6"",""6""]]",bango-file,prefix.dat,680
3103,<unresolved prefixname:3103>,,,0,1,"[[""wis"",""2""],[""int"",""2""]]","[""prefix"",[""index"",""3103""],[""level"",""0""],[""sell"",""1""],[""wis"",""2""],[""int"",""2""]]",bango-file,prefix.dat,681
3104,<unresolved prefixname:3104>,,,0,1,"[[""Hth"",""2""],[""hp"",""100""]]","[""prefix"",[""index"",""3104""],[""level"",""0""],[""sell"",""1""],[""Hth"",""2""],[""hp"",""100""]]",bango-file,prefix.dat,682
3105,<unresolved prefixname:3105>,,,0,1,"[[""hp"",""150""],[""attack"",""14"",""14""],[""magic"",""14"",""14""]]","[""prefix"",[""index"",""3105""],[""level"",""0""],[""sell"",""1""],[""hp"",""150""],[""attack"",""14"",""14""],[""magic"",""14"",""14""]]",bango-file,prefix.dat,684
3106,<unresolved prefixname:3106>,,,0,1,"[[""mp"",""70""],[""int"",""2""]]","[""prefix"",[""index"",""3106""],[""level"",""0""],[""sell"",""1""],[""mp"",""70""],[""int"",""2""]]",bango-file,prefix.dat,685
3107,<unresolved prefixname:3107>,,,0,1,"[[""attack"",""14"",""14""],[""magic"",""14"",""14""],[""str"",""2""]]","[""prefix"",[""index"",""3107""],[""level"",""0""],[""sell"",""1""],[""attack"",""14"",""14""],[""magic"",""14"",""14""],[""str"",""2""]]",bango-file,prefix.dat,686
3108,<unresolved prefixname:3108>,,,0,1,"[[""str"",""2""],[""Hth"",""2""]]","[""prefix"",[""index"",""3108""],[""level"",""0""],[""sell"",""1""],[""str"",""2""],[""Hth"",""2""]]",bango-file,prefix.dat,687
3109,<unresolved prefixname:3109>,,,0,1,"[[""dex"",""2""],[""str"",""2""]]","[""prefix"",[""index"",""3109""],[""level"",""0""],[""sell"",""1""],[""dex"",""2""],[""str"",""2""]]",bango-file,prefix.dat,688
3110,<unresolved prefixname:3110>,,,0,1,"[[""int"",""2""],[""attack"",""14"",""14""],[""magic"",""14"",""14""]]","[""prefix"",[""index"",""3110""],[""level"",""0""],[""sell"",""1""],[""int"",""2""],[""attack"",""14"",""14""],[""magic"",""14"",""14""]]",bango-file,prefix.dat,689
3111,<unresolved prefixname:3111>,,,0,1,"[[""wis"",""2""],[""int"",""2""]]","[""prefix"",[""index"",""3111""],[""level"",""0""],[""sell"",""1""],[""wis"",""2""],[""int"",""2""]]",bango-file,prefix.dat,690
3112,<unresolved prefixname:3112>,,,0,1,"[[""Hth"",""2""],[""hp"",""150""]]","[""prefix"",[""index"",""3112""],[""level"",""0""],[""sell"",""1""],[""Hth"",""2""],[""hp"",""150""]]",bango-file,prefix.dat,691
3113,<unresolved prefixname:3113>,,,0,1,"[[""hp"",""224""],[""attack"",""36"",""36""],[""magic"",""36"",""36""]]","[""prefix"",[""index"",""3113""],[""level"",""0""],[""sell"",""1""],[""hp"",""224""],[""attack"",""36"",""36""],[""magic"",""36"",""36""]]",bango-file,prefix.dat,693
3114,<unresolved prefixname:3114>,,,0,1,"[[""mp"",""112""],[""int"",""4""]]","[""prefix"",[""index"",""3114""],[""level"",""0""],[""sell"",""1""],[""mp"",""112""],[""int"",""4""]]",bango-file,prefix.dat,694
3115,<unresolved prefixname:3115>,,,0,1,"[[""attack"",""36"",""36""],[""magic"",""36"",""36""],[""str"",""4""]]","[""prefix"",[""index"",""3115""],[""level"",""0""],[""sell"",""1""],[""attack"",""36"",""36""],[""magic"",""36"",""36""],[""str"",""4""]]",bango-file,prefix.dat,695
3116,<unresolved prefixname:3116>,,,0,1,"[[""str"",""4""],[""Hth"",""4""]]","[""prefix"",[""index"",""3116""],[""level"",""0""],[""sell"",""1""],[""str"",""4""],[""Hth"",""4""]]",bango-file,prefix.dat,696
3117,<unresolved prefixname:3117>,,,0,1,"[[""dex"",""4""],[""str"",""4""]]","[""prefix"",[""index"",""3117""],[""level"",""0""],[""sell"",""1""],[""dex"",""4""],[""str"",""4""]]",bango-file,prefix.dat,697
3118,<unresolved prefixname:3118>,,,0,1,"[[""int"",""4""],[""attack"",""36"",""36""],[""magic"",""36"",""36""]]","[""prefix"",[""index"",""3118""],[""level"",""0""],[""sell"",""1""],[""int"",""4""],[""attack"",""36"",""36""],[""magic"",""36"",""36""]]",bango-file,prefix.dat,698
3119,<unresolved prefixname:3119>,,,0,1,"[[""wis"",""4""],[""int"",""4""]]","[""prefix"",[""index"",""3119""],[""level"",""0""],[""sell"",""1""],[""wis"",""4""],[""int"",""4""]]",bango-file,prefix.dat,699
3120,<unresolved prefixname:3120>,,,0,1,"[[""Hth"",""4""],[""hp"",""224""]]","[""prefix"",[""index"",""3120""],[""level"",""0""],[""sell"",""1""],[""Hth"",""4""],[""hp"",""224""]]",bango-file,prefix.dat,700
3121,<unresolved prefixname:3121>,,,0,1,"[[""hp"",""160""],[""attack"",""12"",""12""],[""magic"",""12"",""12""]]","[""prefix"",[""index"",""3121""],[""level"",""0""],[""sell"",""1""],[""hp"",""160""],[""attack"",""12"",""12""],[""magic"",""12"",""12""]]",bango-file,prefix.dat,702
3122,<unresolved prefixname:3122>,,,0,1,"[[""mp"",""60""],[""int"",""4""]]","[""prefix"",[""index"",""3122""],[""level"",""0""],[""sell"",""1""],[""mp"",""60""],[""int"",""4""]]",bango-file,prefix.dat,703
3123,<unresolved prefixname:3123>,,,0,1,"[[""attack"",""12"",""12""],[""magic"",""12"",""12""],[""str"",""4""]]","[""prefix"",[""index"",""3123""],[""level"",""0""],[""sell"",""1""],[""attack"",""12"",""12""],[""magic"",""12"",""12""],[""str"",""4""]]",bango-file,prefix.dat,704
3124,<unresolved prefixname:3124>,,,0,1,"[[""str"",""4""],[""Hth"",""4""]]","[""prefix"",[""index"",""3124""],[""level"",""0""],[""sell"",""1""],[""str"",""4""],[""Hth"",""4""]]",bango-file,prefix.dat,705
3125,<unresolved prefixname:3125>,,,0,1,"[[""dex"",""4""],[""str"",""4""]]","[""prefix"",[""index"",""3125""],[""level"",""0""],[""sell"",""1""],[""dex"",""4""],[""str"",""4""]]",bango-file,prefix.dat,706
3126,<unresolved prefixname:3126>,,,0,1,"[[""int"",""4""],[""attack"",""12"",""12""],[""magic"",""12"",""12""]]","[""prefix"",[""index"",""3126""],[""level"",""0""],[""sell"",""1""],[""int"",""4""],[""attack"",""12"",""12""],[""magic"",""12"",""12""]]",bango-file,prefix.dat,707
3127,<unresolved prefixname:3127>,,,0,1,"[[""wis"",""4""],[""int"",""4""]]","[""prefix"",[""index"",""3127""],[""level"",""0""],[""sell"",""1""],[""wis"",""4""],[""int"",""4""]]",bango-file,prefix.dat,708
3128,<unresolved prefixname:3128>,,,0,1,"[[""Hth"",""4""],[""hp"",""160""]]","[""prefix"",[""index"",""3128""],[""level"",""0""],[""sell"",""1""],[""Hth"",""4""],[""hp"",""160""]]",bango-file,prefix.dat,709
3129,<unresolved prefixname:3129>,,,0,1,"[[""hp"",""258""],[""attack"",""24"",""24""],[""magic"",""24"",""24""]]","[""prefix"",[""index"",""3129""],[""level"",""0""],[""sell"",""1""],[""hp"",""258""],[""attack"",""24"",""24""],[""magic"",""24"",""24""]]",bango-file,prefix.dat,711
3130,<unresolved prefixname:3130>,,,0,1,"[[""mp"",""120""],[""int"",""6""]]","[""prefix"",[""index"",""3130""],[""level"",""0""],[""sell"",""1""],[""mp"",""120""],[""int"",""6""]]",bango-file,prefix.dat,712
3131,<unresolved prefixname:3131>,,,0,1,"[[""attack"",""24"",""24""],[""magic"",""24"",""24""],[""str"",""6""]]","[""prefix"",[""index"",""3131""],[""level"",""0""],[""sell"",""1""],[""attack"",""24"",""24""],[""magic"",""24"",""24""],[""str"",""6""]]",bango-file,prefix.dat,713
3132,<unresolved prefixname:3132>,,,0,1,"[[""str"",""6""],[""Hth"",""6""]]","[""prefix"",[""index"",""3132""],[""level"",""0""],[""sell"",""1""],[""str"",""6""],[""Hth"",""6""]]",bango-file,prefix.dat,714
3133,<unresolved prefixname:3133>,,,0,1,"[[""dex"",""6""],[""str"",""6""]]","[""prefix"",[""index"",""3133""],[""level"",""0""],[""sell"",""1""],[""dex"",""6""],[""str"",""6""]]",bango-file,prefix.dat,715
3134,<unresolved prefixname:3134>,,,0,1,"[[""int"",""6""],[""attack"",""24"",""24""],[""magic"",""24"",""24""]]","[""prefix"",[""index"",""3134""],[""level"",""0""],[""sell"",""1""],[""int"",""6""],[""attack"",""24"",""24""],[""magic"",""24"",""24""]]",bango-file,prefix.dat,716
3135,<unresolved prefixname:3135>,,,0,1,"[[""wis"",""6""],[""int"",""6""]]","[""prefix"",[""index"",""3135""],[""level"",""0""],[""sell"",""1""],[""wis"",""6""],[""int"",""6""]]",bango-file,prefix.dat,717
3136,<unresolved prefixname:3136>,,,0,1,"[[""Hth"",""6""],[""hp"",""258""]]","[""prefix"",[""index"",""3136""],[""level"",""0""],[""sell"",""1""],[""Hth"",""6""],[""hp"",""258""]]",bango-file,prefix.dat,718
3137,<unresolved prefixname:3137>,,,0,1,"[[""hp"",""400""],[""attack"",""64"",""64""],[""magic"",""64"",""64""]]","[""prefix"",[""index"",""3137""],[""level"",""0""],[""sell"",""1""],[""hp"",""400""],[""attack"",""64"",""64""],[""magic"",""64"",""64""]]",bango-file,prefix.dat,720
3138,<unresolved prefixname:3138>,,,0,1,"[[""mp"",""200""],[""int"",""10""]]","[""prefix"",[""index"",""3138""],[""level"",""0""],[""sell"",""1""],[""mp"",""200""],[""int"",""10""]]",bango-file,prefix.dat,721
3139,<unresolved prefixname:3139>,,,0,1,"[[""attack"",""64"",""64""],[""magic"",""64"",""64""],[""str"",""10""]]","[""prefix"",[""index"",""3139""],[""level"",""0""],[""sell"",""1""],[""attack"",""64"",""64""],[""magic"",""64"",""64""],[""str"",""10""]]",bango-file,prefix.dat,722
3140,<unresolved prefixname:3140>,,,0,1,"[[""str"",""10""],[""Hth"",""10""]]","[""prefix"",[""index"",""3140""],[""level"",""0""],[""sell"",""1""],[""str"",""10""],[""Hth"",""10""]]",bango-file,prefix.dat,723
3141,<unresolved prefixname:3141>,,,0,1,"[[""dex"",""10""],[""str"",""10""]]","[""prefix"",[""index"",""3141""],[""level"",""0""],[""sell"",""1""],[""dex"",""10""],[""str"",""10""]]",bango-file,prefix.dat,724
3142,<unresolved prefixname:3142>,,,0,1,"[[""int"",""10""],[""attack"",""64"",""64""],[""magic"",""64"",""64""]]","[""prefix"",[""index"",""3142""],[""level"",""0""],[""sell"",""1""],[""int"",""10""],[""attack"",""64"",""64""],[""magic"",""64"",""64""]]",bango-file,prefix.dat,725
3143,<unresolved prefixname:3143>,,,0,1,"[[""wis"",""10""],[""int"",""10""]]","[""prefix"",[""index"",""3143""],[""level"",""0""],[""sell"",""1""],[""wis"",""10""],[""int"",""10""]]",bango-file,prefix.dat,726
3144,<unresolved prefixname:3144>,,,0,1,"[[""Hth"",""10""],[""hp"",""400""]]","[""prefix"",[""index"",""3144""],[""level"",""0""],[""sell"",""1""],[""Hth"",""10""],[""hp"",""400""]]",bango-file,prefix.dat,727
3145,<unresolved prefixname:3145>,,,0,1,"[[""hp"",""800""]]","[""prefix"",[""index"",""3145""],[""level"",""0""],[""sell"",""1""],[""hp"",""800""]]",bango-file,prefix.dat,729
3146,<unresolved prefixname:3146>,,,0,1,"[[""mp"",""400""]]","[""prefix"",[""index"",""3146""],[""level"",""0""],[""sell"",""1""],[""mp"",""400""]]",bango-file,prefix.dat,730
3147,<unresolved prefixname:3147>,,,0,1,"[[""attack"",""128"",""128""],[""magic"",""128"",""128""]]","[""prefix"",[""index"",""3147""],[""level"",""0""],[""sell"",""1""],[""attack"",""128"",""128""],[""magic"",""128"",""128""]]",bango-file,prefix.dat,731
3148,<unresolved prefixname:3148>,,,0,1,"[[""str"",""20""]]","[""prefix"",[""index"",""3148""],[""level"",""0""],[""sell"",""1""],[""str"",""20""]]",bango-file,prefix.dat,732
3149,<unresolved prefixname:3149>,,,0,1,"[[""dex"",""20""]]","[""prefix"",[""index"",""3149""],[""level"",""0""],[""sell"",""1""],[""dex"",""20""]]",bango-file,prefix.dat,733
3150,<unresolved prefixname:3150>,,,0,1,"[[""int"",""20""]]","[""prefix"",[""index"",""3150""],[""level"",""0""],[""sell"",""1""],[""int"",""20""]]",bango-file,prefix.dat,734
3151,<unresolved prefixname:3151>,,,0,1,"[[""wis"",""20""]]","[""prefix"",[""index"",""3151""],[""level"",""0""],[""sell"",""1""],[""wis"",""20""]]",bango-file,prefix.dat,735
3152,<unresolved prefixname:3152>,,,0,1,"[[""Hth"",""20""]]","[""prefix"",[""index"",""3152""],[""level"",""0""],[""sell"",""1""],[""Hth"",""20""]]",bango-file,prefix.dat,736
3153,<unresolved prefixname:3153>,,,0,1,"[[""hp"",""220""],[""attack"",""18"",""18""],[""magic"",""18"",""18""]]","[""prefix"",[""index"",""3153""],[""level"",""0""],[""sell"",""1""],[""hp"",""220""],[""attack"",""18"",""18""],[""magic"",""18"",""18""]]",bango-file,prefix.dat,738
3154,<unresolved prefixname:3154>,,,0,1,"[[""mp"",""84""],[""int"",""6""]]","[""prefix"",[""index"",""3154""],[""level"",""0""],[""sell"",""1""],[""mp"",""84""],[""int"",""6""]]",bango-file,prefix.dat,739
3155,<unresolved prefixname:3155>,,,0,1,"[[""str"",""6""],[""attack"",""18"",""18""],[""magic"",""18"",""18""]]","[""prefix"",[""index"",""3155""],[""level"",""0""],[""sell"",""1""],[""str"",""6""],[""attack"",""18"",""18""],[""magic"",""18"",""18""]]",bango-file,prefix.dat,740
3156,<unresolved prefixname:3156>,,,0,1,"[[""str"",""6""],[""Hth"",""6""]]","[""prefix"",[""index"",""3156""],[""level"",""0""],[""sell"",""1""],[""str"",""6""],[""Hth"",""6""]]",bango-file,prefix.dat,741
3157,<unresolved prefixname:3157>,,,0,1,"[[""dex"",""6""],[""str"",""6""]]","[""prefix"",[""index"",""3157""],[""level"",""0""],[""sell"",""1""],[""dex"",""6""],[""str"",""6""]]",bango-file,prefix.dat,742
3158,<unresolved prefixname:3158>,,,0,1,"[[""int"",""6""],[""attack"",""18"",""18""],[""magic"",""18"",""18""]]","[""prefix"",[""index"",""3158""],[""level"",""0""],[""sell"",""1""],[""int"",""6""],[""attack"",""18"",""18""],[""magic"",""18"",""18""]]",bango-file,prefix.dat,743
3159,<unresolved prefixname:3159>,,,0,1,"[[""wis"",""6""],[""int"",""6""]]","[""prefix"",[""index"",""3159""],[""level"",""0""],[""sell"",""1""],[""wis"",""6""],[""int"",""6""]]",bango-file,prefix.dat,744
